Class-IRI	Class-Text
fma:Blood_cell	blood cell
fma:Interleukin_3	interleukin-3
fma:Multipolar_neuron	multipolar neuron
fma:Hippocampal_sulcus	dentate fissure <sep> hippocampal fissure <sep> hippocampal sulcus <sep> sulcus hippocampalis <sep> sulcus hippocampi
fma:Frontal_lobe	frontal cortex <sep> frontal lobe <sep> frontal region <sep> lobus frontalis <sep> regio frontalis
fma:Left_mammary_gland	left mammary gland
fma:Articular_disc	articular disc <sep> meniscus
fma:Flatus	flatus
fma:Set_of_dorsal_interossei_of_foot	dorsal interossei of foot <sep> set of dorsal interossei of foot <sep> musculi interossei dorsales pedis
fma:Fenestrated_capillary	fenestrated capillary <sep> fenestrated capillary vessel
fma:Superior_colliculus	anterior colliculus <sep> anterior corpus quadrigeminum <sep> cranial colliculus <sep> optic tectum <sep> superior colliculus <sep> colliculus bigeminalis oralis <sep> colliculus rostralis <sep> colliculus superior <sep> corpus quadrigeminum superius <sep> nates
fma:Alpha_cell	alpha cell
fma:Lacrimal_gland	lacrimal gland <sep> glandula lacrimalis
fma:Basaloid_cell	basaloid cell <sep> parabasal cell
fma:Basal_layer_of_endometrium	basal layer of endometrium <sep> stratum basalis of endometrium
fma:Granular_layer_of_epidermis	granular layer of epidermis <sep> stratum granulosum of epidermis
fma:Molar_tooth	molar tooth <sep> dens molaris
fma:Corpus_striatum	corpus striatum
fma:Fibularis_longus	fibularis longus <sep> peroneus longus <sep> musculus fibularis longus <sep> musculus peroneus longus
fma:Hypoglossal_nerve_nucleus	hypoglossal nerve nucleus <sep> hypoglossal nucleus <sep> nucleus of hypoglossal nerve <sep> twelfth cranial nerve nucleus <sep> nucleus nervi hypoglossi
fma:Pseudostratified_columnar_epithelium	pseudostratified columnar epithelium
fma:Peritoneal_cavity	peritoneal cavity <sep> cavitas peritonealis
fma:P_selectin	p-selectin
fma:Superficial_palmar_arterial_arch	superficial palmar arch <sep> superficial palmar arterial arch <sep> arcus palmaris superficialis
fma:Epineurium	epineurium
fma:Nervous_system	nervous system <sep> systema nervosum
fma:Venule	venule <sep> venula
fma:Adipocyte	adipocyte <sep> adipose cell <sep> fat cell <sep> lipocyte
fma:Muscle_layer_of_large_intestine	muscle layer of large intestine <sep> muscular coat of large intestine <sep> muscular layer of large intestine <sep> muscularis externa of large intestine <sep> tunica muscularis intestini crassi
fma:Branch_of_brachial_artery	brachial arterial branch <sep> branch of brachial artery
fma:Epidermis	epidermis
fma:Vertebral_arch	arch of vertebra <sep> arcus vertebrae (vertebralis) <sep> vertebral arch <sep> arcus vertebrae
fma:Inferior_colliculus	caudal colliculus <sep> inferior colliculus <sep> posterior colliculus <sep> posterior corpus quadrigeminum <sep> colliculus caudalis <sep> colliculus inferior <sep> corpus bigeminalis caudalis <sep> corpus bigeminum posterioris <sep> corpus quadrigeminum inferius <sep> testes
fma:Major_histocompatibility_complex_gene	mhc gene <sep> major histocompatibility complex gene
fma:Internal_iliac_vein	internal iliac vein <sep> vena iliaca interna
fma:Set_of_parasternal_lymph_nodes	parasternal lymph nodes <sep> parasternal lymph nodes set <sep> parasternal nodes <sep> set of parasternal lymph nodes <sep> nodi lymphoidei parasternales <sep> nodi parasternales
fma:Descending_limb_of_loop_of_Henle	descending limb of henle's loop <sep> descending limb of loop of henle
fma:Apical	apical
fma:Interleukin_1	il-1 <sep> interleukin-1
fma:Granular_component_of_nucleolus	granular component of nucleolus <sep> granular region of nucleolus <sep> nucleolonema <sep> pars granulosa (nucleolus) <sep> pars granulosa of nucleolus
fma:Skin_of_elbow	elbow skin <sep> skin of elbow
fma:Left_lower_first_secondary_molar_tooth	left lower first permanent molar tooth <sep> left lower first secondary molar tooth <sep> left mandibular first secondary molar tooth <sep> secondary tooth 19
fma:Central_sulcus	central cerebral sulcus <sep> central fissure <sep> central sulcus <sep> central sulcus of rolando <sep> fissure of rolando <sep> sulcus of rolando <sep> rolandic fissure <sep> sulcus centralis <sep> sulcus centralis cerebri
fma:Lobule_of_thymus	lobule of thymus <sep> thymus lobule
fma:Navicular_bone_of_foot	navicular <sep> navicular bone of foot <sep> navicular of foot <sep> os naviculare
fma:Orbiculus_ciliaris	ciliary ring <sep> orbiculus ciliaris <sep> pars plana of ciliary body
fma:Flexor_carpi_radialis	flexor carpi radialis <sep> musculus flexor carpi radialis
fma:Set_of_nasal_cartilages	nasal cartilages <sep> nasal cartilages set <sep> set of nasal cartilages <sep> cartilagines nasi
fma:Nasal_septum	nasal septum <sep> septum nasi
fma:Septum_pellucidum	septum pellucidum <sep> supracommissural septum <sep> septum gliosum <sep> septum lucidum
fma:Root_of_sacral_nerve	root of sacral nerve <sep> root of sacral spinal nerve <sep> sacral neural root
fma:Forearm	antebrachial region <sep> forearm <sep> intermediate segment of free upper limb <sep> antebrachium <sep> regio antebrachialis
fma:Portion_of_blood	blood <sep> portion of blood <sep> haema <sep> sanguis
fma:Masseter	masseter <sep> musculus masseter
fma:Plantar_part_of_foot	plantar part of foot <sep> plantar region <sep> sole <sep> sole of foot <sep> planta <sep> regio plantaris
fma:Embryonic_stem_cell	embryonic stem cell
fma:Anterior_chamber_of_eyeball	anterior chamber of eye <sep> anterior chamber of eyeball <sep> camera anterior <sep> camera anterior bulbi oculi
fma:Cerebellum	cerebellum <sep> epencephalon-1
fma:Sartorius	sartorius <sep> musculus sartorius
fma:Axon	axon
fma:Lower_lobe_of_right_lung	inferior lobe of right lung <sep> lower lobe of right lung <sep> right lower lobe <sep> right lower lobe of lung <sep> lobus inferior (pulmo dexter) <sep> lobus inferior pulmonis dextri
fma:Set_of_infraclavicular_lymph_nodes	infraclavicular lymph nodes <sep> infraclavicular lymph nodes set <sep> infraclavicular nodes <sep> set of deltopectoral lymph nodes <sep> set of infraclavicular lymph nodes <sep> nodi infraclaviculares <sep> nodi lymphoidei infraclaviculares
fma:Granular_leukocyte	granular leucocyte <sep> granular leukocyte <sep> granulocyte
fma:Hair	hair
fma:Blastomere	blastomere
fma:Sternocleidomastoid	sternocleidomastoid <sep> sternocleidomastoid muscle <sep> musculus sternocleidomastoideus
fma:Biliary_system	biliary apparatus <sep> biliary system <sep> biliary tract
fma:Fornix_of_vagina	fornix of vagina <sep> vaginal fornix <sep> fornix vaginae
fma:Seminal_fluid	seminal fluid
fma:Body_of_corpus_callosum	body of corpus callosum <sep> corpus callosum body <sep> corpus callosum, body <sep> trunk of corpus callosum <sep> corpus callosum truncus <sep> corpus callosum, corpus <sep> truncus corporis callosi <sep> truncus corpus callosi
fma:Fontanelle	fontanelle
fma:Sphenoid_bone	sphenoid <sep> sphenoid bone <sep> sphenoidal bone <sep> os sphenoidale
fma:Collagen_fiber	collagen fiber
fma:Olfactory_epithelium	olfactory epithelium <sep> olfactory sensory epithelium <sep> sensory olfactory epithelium
fma:Peripheral_blood_cell	peripheral blood cell
fma:Cell_coat	cell coat <sep> fuzzy coat of cell <sep> glycocalyx <sep> surface coat of plasma membrane
fma:Small_intestine	small bowel <sep> small intestine <sep> intestinum tenue
fma:Soleus	soleus <sep> musculus soleus
fma:Myofilament	myofilament <sep> myofilamentum
fma:Bile_canaliculus	bile canaliculus
fma:Middle_temporal_gyrus	intermediate temporal gyrus <sep> middle temporal gyrus <sep> gyrus temporalis medius
fma:Triangular	triangular
fma:Synovial_joint	articulatio synoviale <sep> synovial joint <sep> diarthrosis <sep> junctura synovialis
fma:Dental_pulp_cell	dental pulp cell <sep> tooth cell
fma:Nerve_plexus	nerve plexus
fma:Pulmonary_arterial_trunk	pulmonary arterial trunk <sep> trunk of pulmonary artery
fma:Pectoral_muscle	muscle of pectoral part of chest <sep> muscle of pectoral region <sep> pectoral muscle
fma:Inferior_temporal_sulcus	inferior temporal sulcus <sep> inferior temporal sulcus-1 <sep> middle temporal sulcus (szikla) <sep> second temporal sulcus <sep> sulcus t2 <sep> sulcus temporalis inferior <sep> sulcus temporalis medius (roberts) <sep> sulcus temporalis secundus
fma:Masticatory_muscle	masticatory muscle
fma:Posterior_temporal_artery	posterior temporal artery
fma:Plakoglobin	plakoglobin
fma:Crico_arytenoid_joint	crico-arytenoid joint <sep> cricoarytenoid articulation <sep> cricoarytenoid joint <sep> articulatio cricoarytenoidea
fma:Coracobrachialis	coracobrachialis <sep> pirogoff's aponeurosis <sep> musculus coracobrachialis
fma:Histone_H2B	h2b <sep> histone h2b
fma:Secretion_of_seminal_vesicle	secretion of seminal vesicle <sep> seminal vesicle secretion
fma:Type_A_cell_of_pancreatic_islet	a-cell of pancreatic islet <sep> alpha cell of pancreas <sep> alpha cell of pancreatic islet <sep> pancreatic a-cell <sep> pancreatic alpha cell <sep> type a cell of pancreatic islet
fma:External_carotid_artery	external carotid artery <sep> arteria carotis externa
fma:Inferior_frontal_gyrus	inferior frontal convolution <sep> inferior frontal gyrus <sep> gyrus f3 <sep> gyrus frontalis inferior <sep> gyrus frontalis tertius <sep> regio subfrontalis
fma:Olfactory_trigone	olfactory trigone <sep> trigonum olfactorium
fma:Set_of_chordae_tendineae_of_heart	chordae tendineae of heart <sep> set of chordae tendineae of heart <sep> tendinous cords of heart <sep> chordae tendineae cordis
fma:Ischium	ischium <sep> os ischii
fma:Sternothyroid	sternothyroid <sep> musculus sternothyroideus
fma:Distal_convoluted_tubule	distal convoluted renal tubule <sep> distal convoluted tubule <sep> tubulus contortus distalis
fma:Neurilemma	neurilemma <sep> neurolemma <sep> sheath of schwann
fma:Vocal_fold	true vocal cord <sep> vocal cord <sep> vocal fold <sep> plica vocalis
fma:Dorsum_of_tongue	dorsal tongue <sep> dorsum of tongue <sep> tongue dorsum <sep> dorsum linguae
fma:Tract_of_spinal_cord	spinal cord tract <sep> tract of spinal cord
fma:Simple_columnar_epithelium	epithelium simplex columnare <sep> simple columnar epithelium
fma:Renal_pyramid	renal pyramid
fma:Buccinator	buccinator <sep> musculus buccinator
fma:Laryngopharynx	hypopharynx <sep> laryngeal pharynx <sep> laryngopharynx <sep> pars laryngea pharyngis
fma:Muscular_layer_of_bladder	muscle layer of urinary bladder <sep> muscular coat of bladder <sep> muscular coat of urinary bladder <sep> muscular layer of bladder <sep> muscular layer of urinary bladder <sep> tunica musculari vesicae <sep> tunica muscularis (vesica urinaria)
fma:Carina_of_trachea	carina <sep> carina of trachea <sep> tracheal carina <sep> carina tracheae
fma:Antitragus	antitragal part of pinna <sep> antitragus
fma:Anterior_surface_of_lens	anterior surface of lens <sep> facies anterior (lens) <sep> facies anterior lentis
fma:Granulosa_cell_of_ovary	granulosa cell <sep> granulosa cell of ovary
fma:Cadherin	cadherin
fma:Eyelash	eyelash <sep> cilia
fma:Iris	iris
fma:Aortic_valve	aortic valve <sep> valva aortae
fma:Histone_H2A	h2a <sep> histone h2a
fma:Obturator_vein	obturator vein
fma:Prostatic_capsule	capsule of prostate <sep> capsule of prostate gland <sep> prostatic capsule <sep> capsula prostatica
fma:Fibroblast	fibroblast
fma:Deferent_duct	deferent duct <sep> vas deferens <sep> ductus deferens
fma:Hypodermis	hypodermis
fma:Skeleton_of_upper_limb	bones of upper limb <sep> set of bones of upper limb <sep> skeleton of upper limb <sep> upper limb skeleton <sep> ossa membri superioris
fma:Skin_of_trunk	skin of trunk <sep> trunk skin
fma:Prepuce_of_clitoris	clitoris prepuce <sep> prepuce of clitoris <sep> preputium clitoridis
fma:Posterior_crico_arytenoid_ligament	posterior crico-arytenoid ligament <sep> posterior cricoarytenoid ligament
fma:Nail_of_toe	nail of toe <sep> nail plate of toe <sep> toe nail <sep> toenail
fma:Immunoglobulin_E	ige <sep> immunoglobulin e
fma:Vestibular_nucleus	vestibular nucleus <sep> vestibular nucleus of acoustic nerve <sep> vestibular nucleus of eighth cranial nerve
fma:Capsule_of_adrenal_gland	adrenal gland capsule <sep> capsule of adrenal gland
fma:Frontal_sinus	cavity of frontal bone <sep> frontal sinus <sep> sinus frontalis
fma:Inferior_temporal_gyrus	inferior temporal gyrus <sep> lateral occipitotemporal gyrus (heimer-83) <sep> gyrus temporalis inferior
fma:Histone_H4	h4 <sep> histone h4
fma:Longitudinal_duct_of_epoophoron	gartner's duct <sep> longitudinal duct of gartner <sep> longitudinal duct of epoophoron <sep> malpighian canal <sep> ductus longitudinalis epoophori
fma:Superior_frontal_gyrus	marginal gyrus <sep> superior frontal convolution <sep> superior frontal gyrus <sep> gyrus f1 <sep> gyrus frontalis primus <sep> gyrus frontalis superior
fma:Compact_bone	compact bone <sep> compact bone tissue <sep> cortical bone <sep> substantia compacta (pars ossea) <sep> substantia compacta <sep> substantia corticalis
fma:Set_of_phalanges_of_hand	phalanges of hand <sep> set of phalanges of hand
fma:Posterior_lobe_of_prostate	posterior lobe of prostate <sep> posterior lobe of prostate gland <sep> posterior peripheral zone
fma:Point	0-d entity <sep> point
fma:Quadrate_lobe_of_liver	lobus quadratus <sep> quadrate lobe of liver <sep> lobus quadratus hepatis
fma:Abdominal_lymph_node	abdominal lymph node <sep> lymph node of abdomen
fma:Sensory_ganglion	ganglion sensorium <sep> sensory ganglion
fma:Cerebral_crus	cerebral crus <sep> cerebral peduncle (clinical definition) <sep> crura cerebri <sep> crus cerebri <sep> pars neo-encephalica pedunculi <sep> pedunculus cerebri, pars basalis <sep> pes pedunculi <sep> pes pedunculi of midbrain
fma:Interleukin_8	interleukin-8
fma:E_selectin	e-selectin
fma:Piriform_fossa	piriform fossa <sep> piriform recess <sep> piriform sinus <sep> recessus piriformis
fma:Mesodermal_cell	mesodermal cell
fma:Lymphocyte	lymphocyte
fma:Intraparietal_sulcus	interparietal fissure <sep> intraparietal fissure <sep> intraparietal sulcus <sep> sulcus interparietalis <sep> sulcus intraparietalis
fma:Cardiac_valve	cardiac valve <sep> heart valve <sep> valve of heart
fma:Bronchial_associated_lymphoid_tissue	bronchial-associated lymphoid tissue
fma:Interleukin_9	interleukin-9
fma:Stomatognathic_system	stomatognathic system
fma:Hyoglossus	hyoglossus <sep> musculus hyoglossus
fma:Cricothyroid_joint	cricothyroid articulation <sep> cricothyroid joint <sep> articulatio cricothyroidea
fma:Secretory_granule	secretory granule
fma:Lacrimal_sac	lacrimal sac <sep> saccus lacrimalis
fma:Set_of_plantar_metatarsal_arteries	plantar metatarsal arteries <sep> plantar metatarsal arteries set <sep> set of plantar metatarsal arteries <sep> arteriae metatarsales plantares
fma:Set_of_splenic_lymph_nodes	set of splenic lymph nodes <sep> splenic lymph nodes <sep> splenic lymph nodes set <sep> splenic nodes <sep> nodi lienales <sep> nodi lymphoidei lienales <sep> nodi lymphoidei splenici <sep> nodi splenici
fma:Oxyphil_cell_of_parathyroid_gland	eosinophil cell of parathyroid gland <sep> oxyphil cell of parathyroid gland <sep> oxyphilic cell of parathyroid gland <sep> parathyroid gland oxyphil cell <sep> parathyroid oxyphil cell
fma:Pyramidal_lobe_of_thyroid_gland	lallouette's pyramid <sep> lobus pyramidalis (glandula thyroidea) <sep> pyramidal lobe of thyroid gland <sep> lobus pyramidalis glandulae thyroideae
fma:Set_of_bronchioles	bronchioles <sep> bronchioles set <sep> set of bronchioles <sep> bronchioli
fma:Trunk	torso <sep> trunk <sep> truncus
fma:Thyroid_follicle	thyroid follicle
fma:Left_gastric_vein	left gastric vein <sep> vena gastrica sinistra
fma:Parafollicular_cell_of_thyroid_gland	c cell of thyroid gland <sep> clear cell of thyroid gland <sep> parafollicular cell <sep> parafollicular cell of thyroid gland <sep> thyroid parafollicular cell
fma:Interleukin_7	interleukin-7
fma:Angular_artery	angular artery <sep> arteria angularis
fma:Set_of_interphalangeal_joints_of_foot	interphalangeal joints of foot <sep> set of interphalangeal joints of foot <sep> articulationes interphalangeae pedis
fma:Set_of_transverse_planes	set of transverse planes <sep> transverse planes <sep> transverse planes set
fma:Primary_oocyte	ovocytus primarium <sep> primary oocyte <sep> primordial ovum
fma:Metacarpal_bone	metacarpal <sep> metacarpal bone <sep> os metacarpale
fma:Superior_cerebellar_artery	superior cerebellar artery <sep> arteria superior cerebelli
fma:Laryngopharynx	hypopharynx <sep> laryngeal pharynx <sep> laryngopharynx <sep> pars laryngea pharyngis
fma:Mucosa_of_larynx	laryngeal mucosa <sep> mucosa of larynx <sep> mucous membrane of larynx <sep> tunica mucosa laryngis
fma:Epithelium_of_trachea	epithelium of trachea <sep> tracheal epithelium
fma:Posterior_wall_of_laryngopharynx	posterior wall of hypopharynx <sep> posterior wall of laryngopharynx
