Class-IRI	Class-Text
nci:Growth_Hormone_Secreting_Pituitary_Adenoma	gh cell adenoma <sep> growth hormone producing adenoma of pituitary <sep> growth hormone producing adenoma of pituitary gland <sep> growth hormone producing adenoma of the pituitary <sep> growth hormone producing adenoma of the pituitary gland <sep> growth hormone producing pituitary adenoma <sep> growth hormone producing pituitary gland adenoma <sep> growth hormone secreting adenoma of pituitary <sep> growth hormone secreting adenoma of pituitary gland <sep> growth hormone secreting adenoma of the pituitary <sep> growth hormone secreting adenoma of the pituitary gland <sep> growth hormone secreting pituitary adenoma <sep> growth hormone secreting pituitary gland adenoma <sep> somatotroph adenoma
nci:Well_Developed_Rough_Endoplasmic_Reticulum_Present	well developed rer present <sep> well developed rough endoplasmic reticulum present
nci:Density	density
nci:Dental_Assistant	dental assistant
nci:Dental_Material	dental material
nci:Dental_Calculus	dental calculus
nci:Dental_Dam	dental dam <sep> rubber dam
nci:Dental_Developmental_Disorder	dental developmental disorder
nci:Non-Neoplastic_Dental_Disorder	non-neoplastic dental disorder
nci:Dental_Disorder	dental disorder <sep> tooth disorder
nci:Oral_Cavity_Disorder	oral cavity disease <sep> oral cavity disorder
nci:Dental_Dosage_Form	dental dosage form
nci:Dosage_Form_By_Route_Of_Administration	dosage form by route of administration
nci:Dental_Hygienist	dental hygienist
nci:Dental_Implant	dental implant
nci:Dental_Occlusion	dental occlusion
nci:Dental_Phobia	dental phobia
nci:Dental_Pulp_Disorder	dental pulp disorder
nci:Dental_Restoration	dental restoration
nci:Dental_Sac	dental sac
nci:Dentinal_Tubule	dentinal canal <sep> dentinal tubule
nci:Dentinogenic_Ghost_Cell_Tumor	calcifying ghost cell odontogenic tumor <sep> dentinoameloblastoma <sep> dentinogenic ghost cell tumor <sep> dentinoma <sep> odontogenic ghost cell tumor
nci:Dysplastic_Dentin_Formation	dentinoid formation <sep> dysplastic dentin formation
nci:Dentinoma	dentinoma
nci:Dentist	dentist
nci:Medical_Occupation	health care occupation <sep> medical occupation
nci:Dentistry	dentistry
nci:Dentoalveolar_Abscess	dentoalveolar abscess
nci:Tooth_Abscess	tooth abscess
nci:Denture	denture
nci:Oral_Prosthesis	oral prosthesis
nci:Deoxyadenosine	deoxyadenosine
nci:Deoxycytidine_Kinase	2'-deoxycytidine kinase <sep> ara-c kinase <sep> dck <sep> deoxycytidine kinase <sep> ec 2.7.1.74
nci:Pyrimidine_Metabolism_Pathway	pyrimidine metabolism <sep> pyrimidine metabolism pathway
nci:Deoxycytidylate_Deaminase	dctd protein <sep> deoxycytidine monophosphate deaminase <sep> deoxycytidylate deaminase <sep> dcmp deaminase
nci:Deoxyhypusine_Synthase	dhps <sep> dhs <sep> deoxyhypusine synthase <sep> ec 2.5.1.46
nci:Deoxyribonuclease	deoxyribonuclease
nci:Esterase	ester hydrolase <sep> esterase
nci:Dependence	dependence
nci:Dephosphorylation	dephosphorylation
nci:Depsipeptide	antibiotic fr 901228 <sep> depsipeptide <sep> fk228 <sep> fr901228 <sep> l-valine, n- (3-hydroxy-7-mercapto-1-oxo-4-heptenyl)valyl- cysteinyl-2, 3-didehydro-2-aminobutanoyl-,.xi.-lactone, cyclic (1.fwdarw.2)-disulfide <sep> l-valine, n-(3-hydroxy-7-mercapto-1-oxo-4-heptenyl)-d-valyl-d-cysteinyl-(z)-2,3 -didehydro-2-aminobutanoyl-, xi-lactone, cyclic (1-2)-disulfide, (s-(e))- <sep> n-[(3s,4e-3-hydroxy-7-mercapto-1-oxo-4-heptenyl]-d-valyl-d-cysteinyl-(2z)-2-amino-2-butenoyl-l-valine, (4->1) lactone, cyclic <sep> romidepsin
nci:Depsipeptide_Antibiotic	depsipeptide <sep> depsipeptide antineoplastic antibiotic
nci:Histone_Deacetylase_Inhibitor	hdac agent <sep> histone deacetylase inhibitor
nci:Histone_Deacetylase	hdac <sep> histone deacetylase
nci:Deracoxib	deracoxib
nci:Derealisation	derealisation
nci:Derivative_Chromosome	derivative chromosome <sep> der
nci:Dermal_Nodule	dermal nodule
nci:Dermatitis_Herpetiformis	dermatitis herpetiformis
nci:Dermatitis_due_to_Acids	dermatitis due to acids
nci:Dermatitis_due_to_Alkalis	dermatitis due to alkalis
nci:Dermatitis_due_to_Dichromate	dermatitis due to dichromate
nci:Dermatitis_due_to_Food_taken_Internally	dermatitis due to food taken internally
nci:Dermatitis_due_to_Unspecified_Substance_taken_Internally	dermatitis due to unspecified substance taken internally
nci:t_17_22_q22_q13	t(17;22)(q22;q13)
nci:Dermatofibrosarcoma_Protuberans_with_Giant_Cell_Fibroblastoma-Like_Differentiation	dermatofibrosarcoma protuberans with giant cell fibroblastoma-like differentiation
nci:Fibroblastoma-Like_Differentiation	fibroblastoma-like differentiation
nci:Dermatologic	dermatologic
nci:Dermatologist	dermatologist
nci:Dermatology	dermatology
nci:Medical_Specialty	medical specialty <sep> specialty
nci:Dermatome	dermatome
nci:Dermatopathic_Lymphadenopathy	dermatopathic lymphadenopathy
nci:Dermatophytosis	dermatophytosis
nci:Dermatophytosis_of_Groin_and_Perianal_Area	dermatophytosis of groin and perianal area
nci:Dermatophytosis_of_Scalp_and_Beard	dermatophytosis of scalp and beard
nci:Dermatosis_Papulosa_Nigra	dermatosis papulosa nigra
nci:Dermoid	dermoid
nci:Undifferentiated_Fetal-Type_Tissues_Present	"undifferentiated ""fetal-type"" tissues present"
nci:Dermoid_Cyst_of_the_Skin	cutaneous dermoid cyst <sep> cystic skin teratoma <sep> dermoid cyst of skin <sep> dermoid cyst of the skin <sep> skin dermoid <sep> skin dermoid cyst
nci:Dermoid_Cyst_of_the_Spinal_Cord	dermoid cyst of spinal cord <sep> dermoid cyst of the spinal cord <sep> spinal cord dermoid <sep> spinal cord dermoid cyst
nci:Descend	descend <sep> descending
nci:Descending_Colon_Carcinoid_Tumor	carcinoid neoplasm of descending colon <sep> carcinoid neoplasm of the descending colon <sep> carcinoid tumor of descending colon <sep> carcinoid tumor of the descending colon <sep> descending colon carcinoid neoplasm <sep> descending colon carcinoid tumor
nci:Hindgut_Carcinoid_Tumor	hindgut carcinoid neoplasm <sep> hindgut carcinoid tumor
nci:Descending_Spinal_Cord_Tract	descending spinal cord tract <sep> descending spinal cord tracts <sep> descending spinal tracts
nci:Deserpidine	deserpidine <sep> harmonyl
nci:Desflurane	desflurane <sep> ethane, 2-(difluoromethoxy)-1,1,1,2-tetrafluoro-,(+-)- <sep> i 653 <sep> suprane
nci:Desipramine	desipramine
nci:Desipramine_Hydrochloride	desipramine hydrochloride
nci:Desirudin	63-desulfohirudin(hirudo medicinalis isoform hv1) <sep> cgp 39393 <sep> desirudin <sep> iprivask
nci:Deslanoside	deslanoside
nci:Desloratadine	5h-benzo(5,6)cyclohepta(1,2-b)pyridine, 8-chloro-6,11-dihydro-11-(4-piperidinylidene)- <sep> clarinex <sep> desloratadine <sep> sch 34117
nci:Desmoplastic_Ameloblastoma	desmoplastic ameloblastoma
nci:Desmoplastic_Infantile_Astrocytoma	dia <sep> desmoplastic astrocytoma of infancy <sep> desmoplastic infantile astrocytoma
nci:Downward_Ocular_Deviation	downward ocular deviation <sep> hypotropia <sep> sunset sign
nci:Desmoplastic_Infantile_Ganglioglioma	dig <sep> desmoplastic infantile ganglioglioma
nci:Desmoplastic_Nodular_Medulloblastoma	desmoplastic nodular medulloblastoma
nci:t_11_22_p13_q12	t(11;22)(p13;q12)
nci:EWS-WT1_Fusion_Protein_Expression	ews-wt1 fusion protein expression
nci:Tumor_Cell_Necrosis	tumor cell necrosis
nci:Malignant_Small_Round_Cell	malignant small round cell
nci:Desmoplastic_Trichilemmoma	desmoplastic trichilemmoma <sep> desmoplastic tricholemmoma
nci:Desmoplastic_Trichoepithelioma	desmoplastic trichoepithelioma <sep> sclerosing epithelial hamartoma
nci:Trichogenic_Trichoblastoma	brooke's tumor <sep> trichoblastoma <sep> trichoepithelioma <sep> trichogenic adnexal tumor <sep> trichogenic trichoblastoma
nci:Desmopressin	1-deamino-8-d-arginine vasopressin <sep> desmopressin
nci:Therapeutic_Vasopressin	antidiuretic hormone <sep> argipressin <sep> recombinant vasopressin <sep> therapeutic adh <sep> vasopressin
nci:Desmopressin_Acetate	1-(3-mercaptopropionic acid)-8-d-arginine vasopression monoacetate <sep> concentraid <sep> ddavp <sep> desmopressin acetate <sep> octostim <sep> stimate
nci:Desogestrel	13-ethyl-11-methylene-18,19-dinor-17alpha-pregn-4-en-20-yn-17-ol <sep> cerazette <sep> desogestrel
nci:Therapeutic_Progestin	progestin <sep> progestins <sep> synthetic progestogen
nci:Desonide	desonide <sep> desonate <sep> verdeso
nci:Desoximetasone	9-fluoro-11-beta,21-dihydroxy-16-alpha-methylpregna-1,4-diene-3,20-dione <sep> desoximetasone <sep> topicort <sep> topicort lp <sep> topsilon
nci:Desoxycorticosterone	desoxycorticosterone
nci:Therapeutic_Corticosteroid	corticosteroids <sep> therapeutic corticosteroid
nci:Desoxycorticosterone_Acetate	desoxycorticosterone acetate
nci:Desoxycorticosterone_Pivalate	desoxycorticosterone pivalate
nci:Desquamative_Interstitial_Pneumonia	dip <sep> desquamative interstitial pneumonia <sep> rbild <sep> respiratory bronchiolitis interstitial lung disease
nci:Desvenlafaxine	desvenlafaxine
nci:Desvenlafaxine_Succinate	desvenlafaxine succinate
nci:Detection	detected <sep> detection
nci:Deubiquitinating_Enzyme	deubiquitinating enzyme
nci:Device	device
nci:Device_Probe	device probe <sep> probe
nci:Device_Scale	device scale <sep> scale
nci:Dexamethasone	(11beta,16alpha)-9-fluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione <sep> 1-dehydro-16alpha-methyl-9alpha-fluorohydrocortisone <sep> 16alpha-methyl-9alpha-fluoro-1,4-pregnadiene-11beta,17alpha,21-triol-3,20-dione <sep> 16alpha-methyl-9alpha-fluoro-delta1-hydrocortisone <sep> 16alpha-methyl-9alpha-fluoroprednisolone <sep> 9alpha-fluoro-11beta,17alpha,21-trihydroxy-16alpha-methylpregna-1,4-diene-3,20-dione <sep> 9alpha-fluoro-16alpha-methylprednisolone <sep> 9alpha-fluoro-16alpha- methylprednisolone <sep> aacidexam <sep> adexone <sep> aknichthol dexa <sep> alba-dex <sep> alin <sep> alin depot <sep> alin oftalmico <sep> ambene <sep> amplidermis <sep> anemul mono <sep> antimicotico <sep> aquapred <sep> auricularum <sep> auxiloson <sep> azona <sep> baycuten <sep> baycuten n <sep> corson <sep> cortidexason <sep> cortisumman <sep> dexamethasone <sep> decacort <sep> decadrol <sep> decadron <sep> decalix <sep> decameth <sep> decasone r.p. <sep> dectancyl <sep> deenar <sep> dekacort <sep> deltafluorene <sep> deronil <sep> desamethasone <sep> desameton <sep> dex-4 <sep> dexa-mamallet <sep> dexa-rhinosan <sep> dexa-scheroson <sep> dexa-sine <sep> dexace <sep> dexacortal <sep> dexacortin <sep> dexafarma <sep> dexafluorene <sep> dexalocal <sep> dexamecortin <sep> dexameth <sep> dexamethasonum <sep> dexamonozon <sep> dexapos <sep> dexinoral <sep> dexone <sep> dinormon <sep> fluoro-9alpha methyl-16alpha prednisolone <sep> fluorodelta <sep> fortecortin <sep> gammacorten <sep> hexadecadrol <sep> hexadrol <sep> lokalison-f <sep> loverine <sep> methylfluorprednisolone <sep> millicorten <sep> mymethasone <sep> ocasa <sep> orgadrone <sep> predni-f <sep> spersadex <sep> visumetazone
nci:Dexamethasone_Acetate	dexamethasone acetate <sep> dalalone dp <sep> dalalone la <sep> decadron la <sep> dexasone la <sep> solurex la
nci:Dexamethasone_Sodium_Phosphate	cebedex <sep> dexamethasone sodium phosphate <sep> dalalone <sep> decaject <sep> dekasol la <sep> dexacen <sep> dexasone <sep> dezone <sep> soludecadron <sep> solurex
nci:Dexbrompheniramine	dexbrompheniramine
nci:Dexbrompheniramine_Maleate	dexbrompheniramine maleate <sep> disomer
nci:Dexchlorpheniramine	dexchlorpheniramine
nci:Dexchlorpheniramine_Maleate	(+)-2-(p-chloro-alpha-(2-(dimethylamino)ethyl)benzyl)pyridine maleate(1:1) <sep> (gamma-(4-chlorophenyl)-pyridine-2-propyl)(dimethyl)ammonium hydrogen(z)-maleate <sep> dexchlorpheniramine maleate <sep> mylaramine <sep> polaramine
nci:Dexmedetomidine	(+)-4-((s)-alpha,2,3-trimethylbenzyl)imidazole <sep> dexmedetomidine <sep> precedex
nci:Dexmedetomidine_Hydrochloride	dexmedetomidine hydrochloride
nci:Dexmethylphenidate	dexmethylphenidate
nci:Dexmethylphenidate_Hydrochloride	2-piperidineacetic acid, alpha-phenyl-, methyl ester, hydrochloride, (alphar,2r)- <sep> dexmethylphenidate hydrochloride <sep> focalin <sep> d-threo-methylphenidate hydrochloride
nci:Dexpanthenol	d-(+)-2,4-dihydroxy-n-(3-hydroxypropyl)-3,3-dimethylbutyramide <sep> d-pantothenyl alcohol <sep> dexpanthenol <sep> ilopan <sep> motilyn <sep> pantenyl <sep> provitamin b5 <sep> d-pantothenol
nci:Dexrazoxane	(+)-(s)-4,4'-(1-methyl-1,2-ethanediyl)di(2,6-piperazinedione) <sep> 2, 6-piperazinedione, 4,4'-propylenedi-, (p)- (8ci) <sep> 2,6-piperazinedione, 4, 4'-(1-methyl-1,2-ethanediyl)bis-, (s)- (9ci) <sep> 2,6-piperazinedione, 4,4'-(1-methyl-1,2-ethanediyl)bis-,(s)-(9ci) <sep> 2,6-piperazinedione, 4,4'propylenedi-,(p)-(8ci) <sep> adr-529 <sep> dexrazoxane <sep> icrf-187 <sep> razoxane (+)-form <sep> soluble icrf (l-isomer)
nci:Free_Radical_Suppression	free radical suppression
nci:Iron_Chelating	iron chelating <sep> iron chelation
nci:Dexrazoxane_Hydrochloride	cardioxane <sep> dexrazoxane hydrochloride <sep> totect <sep> zinecard
nci:Dextroamphetamine	dextroamphetamine
nci:Dextroamphetamine_Saccharate	dextroamphetamine saccharate
nci:Dextroamphetamine_Sulfate	(s)-alpha-methylbenzeneethanamine sulfate <sep> dextroamphetamine sulfate <sep> dexedrine <sep> d-alpha-methylphenethylamine sulfate
nci:Dextromethorphan	dextromethorphan hydrobromide
nci:Dextromethorphan_Base	dextromethorphan <sep> dxm
nci:Dextropropoxyphene_Hydrochloride	dextropropoxyphene hydrochloride
nci:Dextrothyroxine	dextrothyroxine
nci:Thyroid_Agent	thyroid agent
nci:Dextrothyroxine_Sodium	dextrothyroxine sodium
nci:Dezocine	dezocine
nci:DiGeorge_s_Syndrome	digeorge anomaly <sep> digeorge syndrome <sep> digeorge's syndrome
nci:Diabetes_in_Pregnancy	diabetes in pregnancy <sep> gestational diabetes <sep> gestational diabetes mellitus
nci:Diabetic_Autonomic_Neuropathy	diabetic autonomic neuropathy
nci:Diabetic_Neuropathy	diabetic neuropathy
nci:Diabetic_Ketoacidosis	diabetic ketoacidosis <sep> ketoacidosis, diabetic
nci:Metabolic_Acidosis	acidosis <sep> metabolic acidosis
nci:Retinal_Vascular_Disorder	retinal vascular disorder
nci:Retinopathy	retinopathy
nci:Diacylglycerol	diacylglycerol
nci:Diagnosis	diagnosed <sep> diagnosis <sep> diagnostic <sep> dx
nci:Diagnostic	diagnostic
nci:Diagnostic_Surgical_Procedure	diagnostic surgical procedure
nci:Diagnostic_Bronchoscopy	diagnostic bronchoscopy
nci:Diagnostic_Endoscopic_Procedure	diagnostic endoscopic procedure
nci:Diagnostic_Colonoscopy	diagnostic colonoscopy
nci:Diagnostic_Cystoscopy	diagnostic cystoscopy
nci:Imaging_Technique	diagnostic imaging technique <sep> imaging <sep> imaging procedures <sep> imaging technique <sep> medical imaging
nci:Diagnostic_Laparoscopy	diagnostic laparoscopy
nci:Laparoscopy	laparoscopic <sep> laparoscopy
nci:Diagnostic_Radiology	conventional x-ray <sep> diagnostic radiology <sep> medical imaging, x-ray <sep> x-ray <sep> x-ray imaging
nci:Diagnostic_Test	diagnostic test
nci:Diagnostic_Ultrasound	diagnosis (us) <sep> diagnosis, ultrasound <sep> diagnostic ultrasound
nci:Ultrasound_Imaging	medical imaging, ultrasound <sep> us <sep> ultrasonography <sep> ultrasound <sep> ultrasound imaging <sep> ultrasound test <sep> ultrasound, medical
nci:Diagonal	diagonal
nci:Dialysis	dialysis <sep> dialysis procedure <sep> dialysis therapy
nci:Dialysis_Encephalopathy	dementia, dialysis <sep> dialysis dementia <sep> dialysis encephalopathy <sep> progressive dialysis encephalopathy
nci:Dialysis_Unit	dialysis unit
nci:Diameter	diameter
nci:Diamond-Blackfan_Anemia	congenital pure red cell aplasia <sep> diamond-blackfan anemia
nci:Diamorphine_Hydrochloride	diamorphine hydrochloride
nci:Diaphoresis	diaphoresis
nci:Sweating	sweating <sep> sweats
nci:Diaphragma_Sellae_Meningioma	diaphragm sellae meningioma <sep> diaphragma sellae meningioma <sep> meningioma of diaphragm sellae <sep> meningioma of diaphragma sellae <sep> meningioma of the diaphragm sellae <sep> meningioma of the diaphragma sellae
nci:Diaphragmatic_Hernia	diaphragmatic hernia
nci:Hernia	hernia
nci:Diastole	diastole <sep> diastolic
nci:Diastolic_Hypertension	diastolic hypertension
nci:Diastolic_Pressure	diabp <sep> diastolic blood pressure <sep> diastolic pressure
nci:Diatrizoate	3,5-bis(acetylamino)-2,4,6-triiodobenzoic acid <sep> diatrizoic acid <sep> diatrizoate <sep> urografin acid <sep> urotrast
nci:Diatrizoate_Meglumine	1-deoxy-1-(methylamino)-d-glucitol 3,5-diacetamido-2,4,6-triiodobenzoate (salt) <sep> diatrizoate meglumine
nci:Diatrizoate_Sodium	3,5-diacetamido-2,4,6-triiodobenzoic acid, sodium salt <sep> diatrizoate sodium <sep> hypaque <sep> urografic acid sodium salt
nci:Diazepam	7-chloro-1,3-dihydro-1-methyl-5-phenyl-2h-1,4-benzodiazepin-2-one <sep> diazepam <sep> valium <sep> zipan
nci:Diazoxide	3-methyl-7-chloro-1,2,4-benzothiadiazine 1,1-dioxide <sep> diazoxide <sep> proglycem <sep> srg-95213
nci:Dibromochloropropane	1,2-dibromo-3-chloropropane <sep> dbcp <sep> dibromochloropropane <sep> fumazone <sep> nemafume <sep> nemagon <sep> os-1897
nci:Dibucaine	cinchocaine <sep> dibucaine
nci:Dibucaine_Hydrochloride	dibucaine hydrochloride
nci:Dicentric_Chromosome	dicentric <sep> dicentric chromosome <sep> dic
nci:Dichloromethotrexate	3', 5'-dichloroamethopterin <sep> 3',5'-dichloroamethopterin <sep> 3',5'-dichloromethotrexate <sep> 3'-5'-dichloromethotrexate <sep> 3,5-dichloromethotrexate <sep> amethopterin, 3',5'-dichloro <sep> amethopterin, 3',5'-dichloro- <sep> dcm <sep> dichloroamethopterin <sep> dichloromethotrexate <sep> glutamic acid, n-{3,5-dichloro-4-{[(2,4-diamino-6-pteridinyl)methyl]methylamino}benzoyl}- <sep> glutamic acid, n-{3,5-dichloro-4-{[(2,4-diamino-6-pteridinyl)methyl]methylamino}benzoyl}-l- (8ci) <sep> glutamic acid, n-(3,5-dichloro-4-([(2, 4-diamino-6-pteridinyl)methyl]methylamino)benzoyl)- <sep> glutamic acid, n-[3,5-dichloro-4-[[(2, 4-diamino-6-pteridinyl)methyl]methylamino]benzoyl]- <sep> glutamic acid, n-[3,5-dichloro-4-[[(2, 4-diamino-6-pteridinyl)methyl]methylamino]benzoyl]-, l- (8ci) <sep> l-glutamic acid, n-{3,5-dichloro-4-{[(2,4-diamino-6-pteridinyl)methyl]methylamino}benzoyl}-(9ci) <sep> l-glutamic acid, n-[3,5-dichloro-4-[[(2, 4-diamino-6-pteridinyl)methyl]methylamino]benzoyl]- (9ci) <sep> methotrexate, dichloro <sep> methotrexate, dichloro- <sep> n-[3,5-dichloro-4-[(2, 4-diamino-6-pteridinylmethyl)methylamino]benzoyl]glutamic acid <sep> n-[3,5-dichloro-4-[(2,4-diamino-6-pteridinylmethyl)methylamino]benzoyl] glutamic acid
nci:Dichlorophen	4,4'-dichloro-2,2'-methylenediphenol <sep> anthiphen <sep> cordocel <sep> dichlorophen <sep> parabis <sep> prevental <sep> teniathane <sep> bis(2-hydroxy-5-chlorophenyl)methane <sep> bis(5-chloro-2-hydroxyphenyl)methane
nci:Dichlorphenamide	dichlorphenamide
nci:Diclofenac	2-[(2,6-dichlorophenyl)amino]benzeneacetic acid <sep> diclofenac
nci:Diclofenac_Potassium	2-((2,6-dichlorophenyl)amino)-benzeneacetic acid, monopotassium salt <sep> cgp 45840b <sep> cataflam <sep> diclofenac potassium
nci:Diclofenac_Sodium	2-[(2,6-dichlorophenyl)amino]benzeneacetic acid monosodium salt <sep> diclofenac sodium <sep> gp 45840 <sep> voltaren
nci:Dicloxacillin	3-(2,6-dichlorophenyl)-5-methyl-4-isoxazolylpenicillin <sep> dicloxacillin
nci:Dicloxacillin_Sodium	3-(2,6-dichlorophenyl)-5-methyl-4-isoxazolyl penicillin sodium monohydrate <sep> dicloxacillin sodium
nci:Dictamnus_albus	dictamnus albus <sep> dictamnus albus l.
