Entity-IRI	Entity-Lexicon
fma:Ophthalmic_nerve	first division of fifth cranial nerve <sep> first division of trigeminal nerve <sep> nervus ophthalmicus (v1) <sep> nervus ophthalmicus (va) <sep> ophthalmic division [v1] <sep> ophthalmic division [va] <sep> ophthalmic division of fifth cranial nerve <sep> ophthalmic division of trigeminal nerve (v1) <sep> ophthalmic division of trigeminal nerve (va) <sep> ophthalmic nerve <sep> ophthalmic nerve [v1] <sep> ophthalmic nerve [va] <sep> nervus ophthalmicus [v1] <sep> nervus ophthalmicus [va]
fma:Optic_chiasm	decussation of optic nerve fibers <sep> optic chiasm <sep> optic chiasma <sep> chiasma <sep> chiasma nervorum opticorum <sep> chiasma opticum
fma:Optic_disc	optic disc <sep> discus nervi optici
fma:Optic_nerve	optic nerve <sep> optic nerve [ii] <sep> second cranial nerve <sep> nerve ii <sep> nervus opticus <sep> nervus opticus [ii]
fma:Optic_tract	optic lemniscus <sep> optic tract <sep> tractus opticus
fma:Oral_cavity	buccal cavity <sep> cavity of mouth <sep> oral cavity <sep> cavitas oris
fma:Orbicularis_oculi	orbicularis oculi <sep> musculus orbicularis oculi
fma:Orbiculus_ciliaris	ciliary ring <sep> orbiculus ciliaris <sep> pars plana of ciliary body
fma:Region_of_ciliary_body	ciliary body subdivision <sep> region of ciliary body
fma:Orbit	orbit <sep> orbit of skull <sep> orbita
fma:Orbital_cavity	orbital cavity
fma:Space_of_compartment_of_head	compartment space of head <sep> space of compartment of head
fma:Orbital_compartment	orbital compartment <sep> cavitas orbitalis
fma:Orbital_part_of_inferior_frontal_gyrus	inferior frontal gyrus, orbital part <sep> orbital part of inferior frontal gyrus <sep> gyrus frontalis inferior, pars orbitalis <sep> pars orbitalis <sep> pars orbitalis gyri frontalis inferioris
fma:Subdivision_of_inferior_frontal_gyrus	inferior frontal gyrus subdivision <sep> subdivision of inferior frontal gyrus
fma:Orbital_sulcus	orbital sulci <sep> orbital sulcus <sep> sulcus orbitalis
fma:Organ_part_cluster	organ part cluster
fma:Organ_part_of_fetal_heart	organ part of fetal heart
fma:Organ_region	organ region
fma:Orifice_of_auditory_tube	auditory tube orifice <sep> opening of eustachian tube <sep> opening of auditory tube <sep> opening of phayrngotympanic tube <sep> orifice of eustachian tube <sep> orifice of auditory tube <sep> orifice of pharyngotympanic tube <sep> ostium of eustachian tube <sep> ostium of auditory tube <sep> ostium of pharyngotympanic tube
fma:Orifice_of_stomach	gastric orifice <sep> orifice of stomach <sep> ostium of stomach
fma:Orifice_of_vein	orifice of vein <sep> ostium of vein <sep> venous orifice
fma:Oropharynx	oral part of pharynx <sep> oropharynx <sep> pars oralis pharyngis
fma:Ossification_center	ossification center <sep> ossification centre <sep> centrum ossificationis
fma:Osteoblast	osteoblast
fma:Osteoclast	osteoclast
fma:Osteocyte	bone cell <sep> osteocyte
fma:Osteoid	osteoid <sep> prebone tissue
fma:Osteon	haversian system <sep> osteon <sep> osteonum
fma:Ostium_of_inferior_vena_cava	inferior vena cava orifice <sep> inferior vena cava ostium <sep> opening of inferior vena cava <sep> orifice of inferior vena cava <sep> ostium of inferior vena cava <sep> ostium venae cavae inferioris
fma:Ostium_of_superior_vena_cava	opening of superior vena cava <sep> orifice of superior vena cava <sep> ostium of superior vena cava <sep> superior vena cava orifice <sep> superior vena cava ostium <sep> ostium venae cavae superioris
fma:Otolith	otolith <sep> statoconium
fma:Outer_layer_of_endometrium	functional layer of endometrium <sep> outer layer of endometrium <sep> stratum functionalis of endometrium
fma:Outer_membrane_of_mitochondrion	membrana mitochondrialis externa <sep> outer membrane of mitochondrion <sep> outer mitochondrial membrane
fma:Outer_nuclear_layer_of_retina	outer nuclear layer of retina <sep> stratum nucleare externum (retina) <sep> stratum nucleare externum retinae
fma:Outer_nuclear_membrane	membrana nuclearis externa <sep> nuclear outer membrane <sep> outer lipid bilayer of nucleus <sep> outer nuclear membrane
fma:Outer_plexiform_layer_of_retina	outer plexiform layer of retina <sep> stratum plexiforme externum <sep> stratum plexiforme externum retinae
fma:Outer_segment_of_rod_cell	outer segment of rod cell <sep> rod outer segment
fma:Zone_of_rod_cell	rod cell zone <sep> zone of rod cell
fma:Outside	outside
fma:Ovarian_artery	ovarian arterial tree <sep> ovarian artery <sep> arteria ovarica <female>
fma:Ovarian_cortex	cortex of ovary <sep> cortex ovarii (zona parenchymatosa) <sep> ovarian cortex <sep> cortex ovarii
fma:Ovarian_medulla	medulla of ovary <sep> medulla ovarii (zona vasculosa) <sep> ovarian medulla <sep> medulla ovarii
fma:Ovarian_vein	ovarian vein
fma:Oxyntic_cell	gastric parietal cell <sep> oxyntic cell <sep> parietal cell <sep> parietal cell of stomach
fma:Oxyphil_cell	oxyphil cell
fma:Oxyphil_cell_of_parathyroid_gland	eosinophil cell of parathyroid gland <sep> oxyphil cell of parathyroid gland <sep> oxyphilic cell of parathyroid gland <sep> parathyroid gland oxyphil cell <sep> parathyroid oxyphil cell
fma:Oxyphil_cell_of_thyroid	oxyphil cell of thyroid <sep> thyroid gland oxyphil cell
fma:Oxytocin	oxytocin
fma:P_cadherin	p-cadherin
fma:P_selectin	p-selectin
fma:Pacinian_corpuscle	pacinian corpuscle
fma:Pair_of_lungs	lungs <sep> lungs pair <sep> pair of lungs <sep> set of lungs <sep> pulmones
fma:Set_of_viscera	set of viscera <sep> set of viscus organs <sep> viscera <sep> viscera set
fma:Palate	oral roof <sep> palate <sep> roof of mouth <sep> palatum
fma:Palatine_bone	palatine bone <sep> os palatinum
fma:Palatine_salivary_gland	palatine salivary gland
fma:Palatine_tonsil	faucial tonsil <sep> palatine tonsil <sep> tonsilla palatina
fma:Palatoglossus	palatoglossus <sep> musculus palatoglossus
fma:Palmitic_acid	hexadecanoic acid <sep> palmitic acid
fma:Palpebral_conjunctiva	palpebral conjunctiva <sep> tunica conjunctiva palpebrum <sep> tunica conjunctiva palpebrarum
fma:Pancreas	pancreas
fma:Pancreatic_acinus	acinus pancreaticus <sep> pancreatic acinus
fma:Pancreatic_centro_acinar_cell	pancreatic centro-acinar cell <sep> pancreatic centroacinar cell
fma:Pancreatic_islet	islet of langerhans <sep> pancreatic insula <sep> pancreatic islet
fma:Pancreatic_juice	pancreatic juice
fma:Pancreatic_tributary_of_splenic_vein	pancreatic tributary of splenic vein <sep> pancreatic vein
fma:Pancreaticoduodenal_vein	pancreaticoduodenal vein <sep> superior posterior pancreaticoduodenal vein <sep> vena pancreaticoduodenalis superior posterior
fma:Paneth_cell	paneth cell
fma:Papilla_of_tongue	lingual papilla <sep> papilla of tongue <sep> tongue papilla
fma:Region_of_tongue	region of tongue <sep> tongue region
fma:Papillary_muscle	papillary muscle <sep> papillary muscle of ventricle <sep> musculus papillaris
fma:Parafascicular_nucleus	parafascicular nucleus <sep> parafascicular nucleus of thalamus <sep> parafascicular thalamic nucleus <sep> nuclei parafasciculares thalami <sep> nucleus parafascicularis <sep> nucleus parafascicularis (hassler) <sep> nucleus parafascicularis thalami
fma:Parafollicular_cell_of_thyroid_gland	c cell of thyroid gland <sep> clear cell of thyroid gland <sep> parafollicular cell <sep> parafollicular cell of thyroid gland <sep> thyroid parafollicular cell
fma:Parahippocampal_gyrus	hippocampal gyrus <sep> parahippocampal gyrus <sep> gyrus hippocampi <sep> gyrus parahippocampalis <sep> gyrus parahippocampi
fma:Parametrium	parametrium
fma:Parasternal_lymph_node	internal mammary lymph node <sep> nodus parasternale <sep> parasternal lymph node <sep> parasternal node
fma:Parasympathetic_nervous_system	parasympathetic nervous system <sep> parasympathetic part of autonomic division of nervous system <sep> pars parasympathica divisionis autonomici systematis nervosi
fma:Subdivisionof_autonomic_nervous_system	subdivisionof autonomic nervous system
fma:Paraurethral_gland	para-urethral gland <sep> paraurethral gland <sep> skene's gland
fma:Paravertebral_ganglion	ganglion of sympathetic trunk <sep> ganglion trunci sympathetici <sep> paravertebral ganglion <sep> sympathetic chain ganglion <sep> ganglion trunci sympathici
fma:Parietal_bone	parietal bone <sep> os parietale
fma:Parietal_lobe	parietal cortex <sep> parietal lobe <sep> parietal region <sep> lobus parietalis <sep> regio parietalis
fma:Pelvic_lymph_node	lymph node of pelvis <sep> pelvic lymph node
fma:Parietal_pleura	parietal pleura <sep> pleura parietalis
fma:Parietal_serous_membrane	parietal serous membrane <sep> parietal wall of serous membrane
fma:Region_of_serous_membrane	region of serous membrane <sep> serous membrane subdivision
fma:Parieto_occipital_sulcus	parieto-occipital fissure <sep> parieto-occipital incisure <sep> parieto-occipital sulcus <sep> parietooccipital sulcus <sep> fissura parieto-occipitalis <sep> sulcus parieto-occipitalis <sep> sulcus parieto-occipitalis medialis <sep> sulcus parietoccipitalis <sep> sulcus parietooccipitalis
fma:Parotid_duct	duct of parotid gland <sep> parotid duct <sep> stenon duct <sep> stensen's duct <sep> stensens's duct <sep> ductus parotideus
fma:Segment_of_parotid_gland	parotid gland segment <sep> segment of parotid gland
fma:Parotid_gland	parotid <sep> parotid gland <sep> glandula parotidea
fma:Pars_tuberalis_of_adenohypophysis	pars infundibularis of adenohypophysis <sep> pars tuberalis of adenohypophysis <sep> pars tuberalis of anterior lobe of pituitary gland <sep> pars tuberalis (glandula pituitaria) <sep> pars tuberalis adenohypophysis
fma:Zone_of_adenohypophysis	adenohypophysis zone <sep> subdivision of anterior lobe of pituitary gland <sep> zone of adenohypophysis
fma:Structural_relationship_value	structural relationship value
fma:Patella	knee bone <sep> patella
fma:Sesamoid_bone	sesamoid bone <sep> os sesamoideum
fma:Patellar_ligament	central band of tendon of quadriceps femoris <sep> ligamentum patella <sep> patellar ligament <sep> ligamentum patellae
fma:Pectinate_line	pectinate line <sep> linea pectinata
fma:Pectineus	pectineus <sep> musculus pectineus
fma:Pectoral_girdle	pectoral girdle <sep> shoulder girdle <sep> upper limb girdle <sep> cingulum membri superioris
fma:Pectoral_muscle	muscle of pectoral part of chest <sep> muscle of pectoral region <sep> pectoral muscle
fma:Pectoralis_major	pectoralis major <sep> musculus pectoralis major
fma:Pectoralis_minor	pectoralis minor <sep> musculus pectoralis minor
fma:Peduncle_of_midbrain	cerebral peduncle <sep> peduncle of midbrain <sep> pedunculi cerebri <sep> pedunculus cerebri
fma:Peduncle_of_neuraxis	neuraxis peduncle <sep> peduncle of neuraxis
fma:Pelvic_girdle	pelvic girdle <sep> cingulum membri inferioris <sep> cingulum pelvicum
fma:Pelvis	lesser pelvis <sep> pelvis <sep> true pelvis
fma:Penis	penis
fma:Peptide_hormone	peptide hormone
fma:Perianal_skin	perianal skin
fma:Subdivision_of_skin_of_anal_part_of_perineum	subdivision of skin of anal part of perineum
fma:Pericallosal_artery	callosal branch of anterior cerebral artery <sep> pericallosal artery <sep> arteria pericallosa
fma:Pericardiacophrenic_vein	pericardiacophrenic vein
fma:Pericardial_artery	pericardial artery <sep> pericardial branch of internal thoracic artery
fma:Subdivision_of_internal_thoracic_artery	branch of internal thoracic artery <sep> internal thoracic arterial subdivision <sep> subdivision of internal thoracic artery
fma:Pericardial_cavity	cavity of pericardial sac <sep> pericardial cavity <sep> cavitas pericardiaca
fma:Pericardial_sac	pericardial sac
fma:Serous_sac	serous sac
fma:Pericardium	pericardium
fma:Pericyte	cell of rouget <sep> pericyte <sep> pericyte of rouget
fma:Perilymph	perilymph <sep> perilympha
fma:Perimysium	fascia of muscle fasciculus <sep> perimysium
fma:Perineal_artery	perineal artery <sep> arteria perinealis
fma:Perineal_muscle	muscle of perineum <sep> perineal muscle
fma:Perineum	perineal region <sep> perineum <sep> regio perinealis
fma:Perineurium	perineurium
fma:Periodontium	periodontal ligament <sep> periodontal membrane <sep> periodontium
fma:Periosteal_cell	periosteal cell
fma:Periosteal_dura	periosteal dura <sep> periosteal layer of dura mater
fma:Periosteum	periosteum
fma:Peripheral	peripheral
fma:Peripheral_blood_cell	peripheral blood cell
fma:Peripheral_blood_mononuclear_cell	peripheral blood monocyte <sep> peripheral blood mononuclear cell
fma:Peripheral_blood_stem_cell	peripheral blood stem cell
fma:Peripheral_nervous_system	peripheral nervous system <sep> pars peripherica <sep> systema nervosum periphericum
fma:Set_of_neural_tree_organs	neural trees set <sep> set of neural tree organs
fma:Peritoneal_cavity	peritoneal cavity <sep> cavitas peritonealis
fma:Peritoneal_fluid	peritoneal fluid
fma:Serous_fluid	serous fluid
fma:Peritoneal_macrophage	peritoneal macrophage
fma:Peritoneum	peritoneum
fma:Viscus_serous_membrane	viscus serous membrane
fma:Periventricular_nucleus	periventricular nucleus
fma:Peroneal_artery	fibular artery <sep> peroneal artery <sep> arteria fibularis <sep> arteria peronea
fma:Peroxisome	microbody <sep> peroxisome <sep> peroxysoma
fma:Phagocyte	phagocyte
fma:Phagosome	phagocytic vesicle <sep> phagosome
fma:Phalanx_of_middle_finger	middle finger phalanx <sep> phalanx of middle finger <sep> phalanx of third finger
fma:Pharyngeal_tonsil	adenoid <sep> nasopharyngeal tonsil <sep> pharyngeal tonsil <sep> tonsil of luschka <sep> tonsilla pharyngealis
fma:Pharyngotympanic_tube	auditory tube <sep> eustachian tube <sep> internal auditory tube <sep> pharyngotympanic tube <sep> tuba auditiva <sep> tuba auditoria <sep> tuba auditoria (auditiva)
fma:Pharynx	pharynx
fma:Phenylalanine	phenylalanine
fma:Phosphatidylinositol	phosphatidylinositol
fma:Phospholipid	phospholipid
fma:Phosphatidylserine	phosphatidylserine
fma:Photoreceptor	photoreceptor
fma:Photoreceptor_cell	photoreceptor cell
fma:Photoreceptor_layer_of_retina	layer of rods and cones <sep> photoreceptor layer of retina <sep> stratum segmentorum externorum et internorum (retina) <sep> stratum segmentorum externorum et internorum retinae
fma:Phrenic_artery	phrenic artery
fma:Phrenic_nerve	phrenic nerve <sep> nervus phrenicus
fma:Pia_arachnoid	arachnoid mater and pia mater <sep> cluster of leptomeninges <sep> pia-arachnoid <sep> pia-arachnoid of neuraxis <sep> arachnoidea mater et pia mater
fma:Pia_mater	pia mater <sep> pia mater of neuraxis
fma:Pigmented_layer_of_retina	outer pigmented layer of retina <sep> pigment epithelium of retina <sep> pigmented layer of retina <sep> retinal pigment epithelium <sep> stratum pigmentosum (retina) <sep> stratum pigmentosum retinae
fma:Pillar_cell_of_cochlea	cochlear pillar cell <sep> pillar cell <sep> pillar cell of cochlea <sep> pillar cell of spiral organ of cochlea <sep> rod cell of corti
fma:Pineal_body	pineal body <sep> pineal gland <sep> conarium <sep> corpus pineale <sep> epiphysis cerebri <sep> glandula pinealis
fma:Pinealocyte	pinealocyte
fma:Pinna	auricle <sep> auricle of ear <sep> auricle of external ear <sep> auricula (auris externa) <sep> pinna <sep> pinna of ear <sep> auricula
fma:Piriform_fossa	piriform fossa <sep> piriform recess <sep> piriform sinus <sep> recessus piriformis
fma:Surface_of_anatomical_cluster	anatomical cluster surface <sep> surface of anatomical cluster
fma:Pisiform	pisiform <sep> pisiform bone <sep> os pisiforme
fma:Pituicyte	pituicyte
fma:Pituitary_gland	hypophysis cerebri <sep> pituitary <sep> pituitary gland <sep> glandula pituitaria <sep> hypophysis
fma:Placenta	placenta
fma:Plakoglobin	plakoglobin
fma:Plantar_metatarsal_artery	plantar metatarsal artery <sep> plantar metatarsal branch of plantar arch
fma:Plantar_part_of_foot	plantar part of foot <sep> plantar region <sep> sole <sep> sole of foot <sep> planta <sep> regio plantaris
fma:Plasma_cell	plasma cell <sep> plasmacyte
fma:Plasma_membrane	cell membrane <sep> cellular membrane <sep> cytoplasmic membrane <sep> plasma membrane <sep> plasmalemma
fma:Plasma_membrane_of_muscle_cell	plasma membrane of muscle cell <sep> sarcolemma
fma:Plasma_transmembrane_protein	cell transmembrane protein <sep> plasma transmembrane protein <sep> transmembrane protein
fma:Plasmablast	plasmablast
fma:Plasmacytic_cell	plasmacytic cell
fma:Platelet	blood platelet <sep> platelet <sep> thrombocyte
fma:Pleura	pleura <sep> wall of pleural sac
fma:Pleural_cavity	pleural cavity <sep> cavitas pleuralis
fma:Subdivision_of_pleural_cavity	pleural cavity subdivision <sep> subdivision of pleural cavity
