Entity-IRI	Entity-Lexicon
snomed:Hodgkin_s_paragranuloma_of_intra_abdominal_lymph_nodes	hodgkin s paragranuloma of intra-abdominal lymph nodes
snomed:Hodgkin_s_paragranuloma_of_intrathoracic_lymph_nodes	hodgkin s paragranuloma of intrathoracic lymph nodes
snomed:Hodgkin_s_paragranuloma_of_lymph_nodes_of_axilla_AND_OR_upper_limb	hodgkin s paragranuloma of lymph nodes of axilla and or upper limb
snomed:Hodgkin_s_paragranuloma_of_lymph_nodes_of_head_face_AND_OR_neck	hodgkin s paragranuloma of lymph nodes of head face and or neck
snomed:Hodgkin_s_paragranuloma_of_lymph_nodes_of_inguinal_region_AND_OR_lower_limb	hodgkin s paragranuloma of lymph nodes of inguinal region and or lower limb
snomed:Hodgkin_s_paragranuloma_of_spleen	hodgkin s paragranuloma of spleen
snomed:Hodgkin_s_paragranuloma_of_unspecified_site	hodgkin s paragranuloma of unspecified site
snomed:Hodgkin_s_sarcoma	hodgkin s sarcoma
snomed:Hodgkin_sarcoma_obs	hodgkin sarcoma obs
snomed:Hodgkin_s_sarcoma_NOS	hodgkin s sarcoma nos
snomed:Hodgkin_s_sarcoma_of_intra_abdominal_lymph_nodes	hodgkin s sarcoma of intra-abdominal lymph nodes
snomed:Hodgkin_s_sarcoma_of_intrapelvic_lymph_nodes	hodgkin s sarcoma of intrapelvic lymph nodes
snomed:Hodgkin_s_sarcoma_of_intrathoracic_lymph_nodes	hodgkin s sarcoma of intrathoracic lymph nodes
snomed:Hodgkin_s_sarcoma_of_lymph_nodes_of_axilla_AND_OR_upper_limb	hodgkin s sarcoma of lymph nodes of axilla and or upper limb
snomed:Hodgkin_s_sarcoma_of_spleen	hodgkin s sarcoma of spleen
snomed:Hodgkin_s_sarcoma_of_unspecified_site	hodgkin s sarcoma of unspecified site
snomed:Homatropine	homatropine
snomed:Homatropine_adverse_reaction	homatropine adverse reaction
snomed:Homatropine_allergy	homatropine allergy
snomed:Homatropine_hydrobromide	homatropine hydrobromide
snomed:Homatropine_methylbromide	homatropine methylbromide
snomed:Homeostasis_function	homeostasis function
snomed:Homo_sapiens	homo sapiens
snomed:Homograft_replacement_of_tympanic_membrane_and_ossicles	homograft replacement of tympanic membrane and ossicles
snomed:Homoharringtonine	homoharringtonine
snomed:Homozygote	homozygote
snomed:Homozygous_beta_thalassemia	homozygous beta thalassemia
snomed:beta_Thalassemia	beta+ thalassemia <sep> beta thalassemia
snomed:Honduras	honduras
snomed:Honey	honey
snomed:Jam_and_preserves	jam and preserves
snomed:Wound_healing_preparation	wound healing preparation
snomed:Hong_Kong	hong kong
snomed:Intestinal_nematode	intestinal nematode
snomed:Hordeum	hordeum
snomed:Hormonal	hormonal
snomed:Hormone_abnormality	hormone abnormality
snomed:Hormone_antagonists	hormone antagonists
snomed:Hormone_therapy	hormone therapy
snomed:Hospice	hospice
snomed:Residential_institution	residential institution
snomed:Hospital	hospital
snomed:Hospital_AND_OR_institution	hospital and or institution
snomed:Hospital_clinic	hospital clinic
snomed:Location_within_hospital_premises	location within hospital premises
snomed:Hospital_environment	hospital environment
snomed:Hospital_nurse	hospital nurse
snomed:Hound	hound
snomed:Hourly	hourly
snomed:Household_appliance	household appliance
snomed:Household_humidifier_device	household humidifier device
snomed:Human_B_type_natriuretic_peptide	human b-type natriuretic peptide
snomed:Human_T_cell_lymphotropic_virus_1_infection	human t-cell lymphotropic virus 1 infection
snomed:Human_T_lymphotropic_virus_1	human t-lymphotropic virus 1
snomed:Human_T_lymphotropic_virus	human t-lymphotropic virus
snomed:Primate_T_lymphotropic_virus_1	primate t-lymphotropic virus 1
snomed:Human_T_lymphotropic_virus_2	human t-lymphotropic virus 2
snomed:Primate_T_lymphotropic_virus_2	primate t-lymphotropic virus 2
snomed:Human_adenovirus_species_D	human adenovirus species d
snomed:Human_albumin_solution	human albumin solution
snomed:Human_serum_albumin	human serum albumin
snomed:Human_anti_mouse_antibody	human anti-mouse antibody
snomed:Human_blood_product	human blood product
snomed:Human_calcitonin	human calcitonin
snomed:Placental_hormone	placental hormone
snomed:Human_chorionic_gonadotropin_beta_subunit	human chorionic gonadotropin beta subunit
snomed:Human_chorionic_gonadotropin_measurement	human chorionic gonadotropin measurement
snomed:Human_genome	human genome
snomed:Human_growth_hormone_recombinant_preparation	human growth hormone recombinant preparation
snomed:Human_herpes_virus_6_infection_of_skin	human herpes virus 6 infection of skin
snomed:Human_herpesvirus_6	human herpesvirus 6
snomed:Human_herpes_virus_8_infection_of_skin	human herpes virus 8 infection of skin
snomed:Human_herpesvirus_8	human herpesvirus 8
snomed:Primate_lentivirus_group	primate lentivirus group
snomed:Human_immunodeficiency_virus_HIV_infection_with_acute_lymphadenitis	human immunodeficiency virus hiv infection with acute lymphadenitis
snomed:Human_immunodeficiency_virus_HIV_related_sclerosing_cholangitis	human immunodeficiency virus hiv-related sclerosing cholangitis
snomed:Sclerosing_cholangitis	sclerosing cholangitis
snomed:Human_immunodeficiency_virus_HIV_screening	human immunodeficiency virus hiv screening
snomed:Human_immunodeficiency_virus_II_infection	human immunodeficiency virus ii infection
snomed:Human_immunodeficiency_virus_type_2	human immunodeficiency virus type 2
snomed:Human_immunodeficiency_virus_I_infection	human immunodeficiency virus i infection
snomed:Human_immunodeficiency_virus_type_I	human immunodeficiency virus type i
snomed:Human_immunodeficiency_virus_antibody	human immunodeficiency virus antibody
snomed:Human_immunodeficiency_virus_myelitis	human immunodeficiency virus myelitis
snomed:Human_immunodefiency_virus_encephalitis	human immunodefiency virus encephalitis
snomed:Human_immunodefiency_virus_encephalopathy	human immunodefiency virus encephalopathy
snomed:Human_immunodefiency_virus_leukoencephalopathy	human immunodefiency virus leukoencephalopathy
snomed:Human_insulin	human insulin
snomed:Human_insulin_analog_product	human insulin analog product
snomed:Human_insulin_product	human insulin product
snomed:Human_leukocyte_antigen_DR51	human leukocyte antigen dr51
snomed:Human_leukocyte_antigen_HLA_class_II_antigen	human leukocyte antigen hla class ii antigen
snomed:Human_leukocyte_antigen_HLA_A2_antigen	human leukocyte antigen hla-a2 antigen
snomed:Human_leukocyte_antigen_HLA_A_antigen	human leukocyte antigen hla-a antigen
snomed:Human_leukocyte_antigen_class_I_type_antigen_A1B57	human leukocyte antigen class i type antigen a1 - b57
snomed:Human_leukocyte_antigen_HLA_class_I_antigen	human leukocyte antigen hla class i antigen
snomed:Human_leukocyte_antigen_HLA_A_serotyping	human leukocyte antigen hla-a serotyping
snomed:Human_leukocyte_antigen_HLA_serotyping	human leukocyte antigen hla serotyping
snomed:Transplantation_assay	transplantation assay
snomed:Human_leukocyte_antigen_HLA_Bw4_antigen	human leukocyte antigen hla-bw4 antigen
snomed:Human_leukocyte_antigen_HLA_Bw_antigen	human leukocyte antigen hla-bw antigen
snomed:Human_leukocyte_antigen_HLA_Bw6_antigen	human leukocyte antigen hla-bw6 antigen
snomed:Human_leukocyte_antigen_class_I_type_antigen_B59Cw10	human leukocyte antigen class i type antigen b59 - cw10
snomed:Human_leukocyte_antigen_HLA_DP_antigen	human leukocyte antigen hla-dp antigen
snomed:Human_leukocyte_antigen_HLA_DQ_antigen	human leukocyte antigen hla-dq antigen
snomed:Human_leukocyte_antigen_HLA_DR52_antigen	human leukocyte antigen hla-dr52 antigen
snomed:Human_leukocyte_antigen_HLA_DR_antigen	human leukocyte antigen hla-dr antigen
snomed:Human_leukocyte_antigen_HLA_DR53_antigen	human leukocyte antigen hla-dr53 antigen
snomed:Human_leukocyte_antigen_HLA_antigen	human leukocyte antigen hla antigen
snomed:Transplantation_analyte	transplantation analyte
snomed:Human_luteinizing_hormone_product	human luteinizing hormone product
snomed:Human_menopausal_gonadotrophins	human menopausal gonadotrophins
snomed:Human_menopausal_gonadotropin	human menopausal gonadotropin
snomed:Human_papilloma_virus_infection_of_vocal_cord	human papilloma virus infection of vocal cord
snomed:Human_papillomavirus_type_16	human papillomavirus type 16
snomed:Human_papillomavirus_type_18	human papillomavirus type 18
snomed:Human_papillomavirus_type_6	human papillomavirus type 6
snomed:Human_papillomavirus_vaccine	human papillomavirus vaccine
snomed:Human_parainfluenza_virus_1	human parainfluenza virus 1
snomed:Wound_healing_agent	wound healing agent
snomed:Human_recombinant_keratinocyte_growth_factor	human recombinant keratinocyte growth factor
snomed:Keratinocyte_growth_factor	keratinocyte growth factor
snomed:Proliferant_agent	proliferant agent
snomed:Human_serum_albumin_preparation	human serum albumin preparation
snomed:Spongiform_encephalopathy_agent	spongiform encephalopathy agent
snomed:Human_typhoid_AND_OR_paratyphoid_fever	human typhoid and or paratyphoid fever
snomed:Human_virus	human virus
snomed:Humoral_hypercalcemia_of_malignancy	humoral hypercalcemia of malignancy
snomed:Hypercalcemia	hypercalcemia
snomed:Immune_defect	immune defect
snomed:Humulin_insulin_adverse_reaction	humulin insulin adverse reaction
snomed:Insulin_adverse_reaction	insulin adverse reaction
snomed:Humulin_insulin_allergy	humulin insulin allergy
snomed:Insulin_allergy	insulin allergy
snomed:Humulus_lupulus_extract	humulus lupulus extract
snomed:Hungary	hungary
snomed:Hura	hura
snomed:Hura_crepitans	hura crepitans
snomed:Hurthle_cell_carcinoma_of_thyroid	hurthle cell carcinoma of thyroid
snomed:Oxyphilic_adenocarcinoma	oxyphilic adenocarcinoma
snomed:Hurthle_cell_metaplasia_of_thyroid_gland	hurthle cell metaplasia of thyroid gland
snomed:Hurthle_cell_neoplasm	hurthle cell neoplasm
snomed:Husband	husband
snomed:Spouse	spouse
snomed:Hutchinson_Gilford_syndrome	hutchinson-gilford syndrome
snomed:Premature_aging_syndrome	premature aging syndrome
snomed:Hutchinson_s_melanotic_freckle	hutchinson s melanotic freckle
snomed:In_situ_melanocytic_morphology	in situ melanocytic morphology
snomed:Hyaline_casts	hyaline casts
snomed:Hyaluronate_measurement	hyaluronate measurement
snomed:Hyaluronic_acid	hyaluronic acid
snomed:Hyaluronate_sodium	hyaluronate sodium
snomed:Ophthalmic_viscoelastic_agent	ophthalmic viscoelastic agent
snomed:Hyaluronic_acid_preparation	hyaluronic acid preparation
snomed:Hyaluronidase	hyaluronidase
snomed:Hyaluronidase_adverse_reaction	hyaluronidase adverse reaction
snomed:Hyaluronidase_agent	hyaluronidase agent
snomed:Hyaluronidase_allergy	hyaluronidase allergy
snomed:Hyaluronidase_preparation	hyaluronidase preparation
snomed:Hybridoma	hybridoma
snomed:Hydantoin	hydantoin
snomed:Hydralazine_adverse_reaction	hydralazine adverse reaction
snomed:Hydralazine_allergy	hydralazine allergy
snomed:Hydralazine_hydrochloride	hydralazine hydrochloride
snomed:Hydralazine_induced_pericarditis	hydralazine-induced pericarditis
snomed:Hydralazine_measurement	hydralazine measurement
snomed:Hydralazine_poisoning	hydralazine poisoning
snomed:Poisoning_by_vasodilator	poisoning by vasodilator
snomed:Hydrangea	hydrangea
snomed:Hydratase	hydratase
snomed:Hydration_status	hydration status
snomed:Hydrazide_antituberculosis_agent	hydrazide antituberculosis agent
snomed:Hydrazide_antituberculosis_drug	hydrazide antituberculosis drug
snomed:Hydrazide_antituberculosis_drug_adverse_reaction	hydrazide antituberculosis drug adverse reaction
snomed:Hydrazide_antituberculosis_drug_allergy	hydrazide antituberculosis drug allergy
snomed:Hydrazine_sulfate	hydrazine sulfate
snomed:Photographic_chemical	photographic chemical
snomed:Photographic_chemical_product	photographic chemical product
snomed:Hydrochlorothiazide_adverse_reaction	hydrochlorothiazide adverse reaction
snomed:Hydrochlorothiazide_allergy	hydrochlorothiazide allergy
snomed:Hydrocodone	hydrocodone
snomed:Hydrocodone_bitartrate	hydrocodone bitartrate
snomed:Hydrocodone_measurement	hydrocodone measurement
snomed:Hydrocortamate	hydrocortamate
snomed:Hydrocortamate_hydrochloride	hydrocortamate hydrochloride
snomed:17_Hydroxycorticosteroid	17-hydroxycorticosteroid
snomed:Hydrocortisone_acetate	hydrocortisone acetate
snomed:Salt_or_ester_of_naturally_occurring_glucocorticoid	salt or ester of naturally-occurring glucocorticoid
snomed:Hydrocortisone_sensitivity	hydrocortisone sensitivity
snomed:Hydrocortisone_buteprate	hydrocortisone buteprate
snomed:Hydrocortisone_butyrate	hydrocortisone butyrate
snomed:Hydrocortisone_cypionate	hydrocortisone cypionate
snomed:Hydrocortisone_nasal_preparation	hydrocortisone nasal preparation
snomed:Hydrocortisone_preparation	hydrocortisone preparation
snomed:Hydrocortisone_ophthalmic_preparation	hydrocortisone ophthalmic preparation
snomed:Hydrocortisone_otic_preparation	hydrocortisone otic preparation
snomed:Otic_dosage_form_product	otic dosage form product
snomed:Hydrocortisone_sodium_phosphate	hydrocortisone sodium phosphate
snomed:Hydrocortisone_sodium_succinate	hydrocortisone sodium succinate
snomed:Hydrocortisone_valerate	hydrocortisone valerate
snomed:Hydroflumethiazide	hydroflumethiazide
snomed:Hydroflumethiazide_adverse_reaction	hydroflumethiazide adverse reaction
snomed:Hydroflumethiazide_allergy	hydroflumethiazide allergy
snomed:Hydroflumethiazide_measurement	hydroflumethiazide measurement
snomed:Hydrogen_oxygen_AND_OR_water	hydrogen oxygen and or water
snomed:Oxygen_and_hydrogen_and_their_derivatives	oxygen and hydrogen and their derivatives
snomed:Hydrogen_peroxide	hydrogen peroxide
snomed:Peroxide	peroxide
snomed:Hydrogen_peroxide_adverse_reaction	hydrogen peroxide adverse reaction
snomed:Hydrogen_peroxide_allergy	hydrogen peroxide allergy
snomed:Hydromorphone	hydromorphone
snomed:Hydromorphone_hydrochloride	hydromorphone hydrochloride
snomed:Hydromorphone_measurement	hydromorphone measurement
snomed:Hydronephrosis	hydronephrosis
snomed:Obstructive_nephropathy	obstructive nephropathy
snomed:Upper_urinary_tract_dilatation_and_obstruction	upper urinary tract dilatation and obstruction
snomed:Hydronephrosis_NOS	hydronephrosis nos
snomed:Hydrophilic	hydrophilic
snomed:Hydrophilic_petrolatum	hydrophilic petrolatum
snomed:Hydropic_degeneration	hydropic degeneration
snomed:Hydrops	hydrops
snomed:Hydrops_of_gallbladder	hydrops of gallbladder
snomed:Hydroquinone	hydroquinone
snomed:8_Hydroxyquinoline	8-hydroxyquinoline
snomed:Hydroquinone_measurement	hydroquinone measurement
snomed:Hydroxychloroquine_measurement	hydroxychloroquine measurement
snomed:Hydroquinone_monobenzyl_ether	hydroquinone monobenzyl ether
snomed:Shoe_series_patch_test_product	shoe series patch test product
