Class-IRI	Class-Text
nci:Interleukin-15	il-15 <sep> il15 <sep> il15 protein <sep> interleukin 15 <sep> interleukin-15 <sep> interleukin-15 precursor <sep> mgc9721
nci:Interleukin-17	ctla-8 <sep> ctla8 <sep> cytotoxic t-lymphocyte-associated antigen 8 <sep> cytotoxic t-lymphocyte-associated serine esterase 8 <sep> il-17 <sep> il-17a <sep> il17 <sep> il17 protein <sep> il17a <sep> interleukin 17 <sep> interleukin 17 (cytotoxic t-lymphocyte-associated serine esterase 8) <sep> interleukin 17 precursor <sep> interleukin-17
nci:Interleukin-18	ifn-gamma-inducing factor <sep> igif <sep> il-1 gamma <sep> il-18 <sep> il-1g <sep> il18 <sep> il18 protein <sep> il1f4 <sep> interferon-gamma inducing factor <sep> interferon-gamma-inducing factor <sep> interleukin 18 <sep> interleukin 18 (interferon-gamma-inducing factor) <sep> interleukin 18 proprotein <sep> interleukin-1 gamma <sep> interleukin-18 <sep> interleukin-18 precursor <sep> mgc12320
nci:Ras-Independent_Cell-Mediated_Cytotoxicity_Pathway	ras-independent cell-mediated cytotoxicity pathway <sep> ras-independent pathway in nk cell-mediated cytotoxicity
nci:Interleukin-2	etaf <sep> epidermal thymocyte activating factor <sep> il-2 <sep> il2 <sep> il2 protein <sep> interleukin 2 <sep> interleukin 2 precursor <sep> interleukin ii <sep> interleukin-2 <sep> lymphocyte mitogenic factor <sep> mitogenic factor <sep> ro-236019 <sep> t cell growth factor <sep> t-cell growth factor <sep> tcgf <sep> tsf <sep> thymocyte stimulating factor
nci:OX40_Signaling_Pathway	ox40 signaling pathway
nci:T-Cell_Activation_Co-Stimulatory_Signaling_Pathway	t-cell activation co-stimulatory signaling pathway <sep> the co-stimulatory signal during t-cell activation
nci:T-Cell_Activation_Pathway	role of tob in t-cell activation <sep> t-cell activation pathway
nci:_4-1BB-Dependent_Immune_Response_Pathway	4-1bb-dependent immune response pathway
nci:Interleukin-3	colony-stimulating factor 2 alpha <sep> eosinophil-mast cell growth-factor <sep> erythrocyte burst-promoting factor <sep> hematopoietic growth factor <sep> il-3 <sep> il3 <sep> il3 protein <sep> interleukin 3 <sep> interleukin 3 (colony-stimulating factor, multiple) <sep> interleukin 3 precursor <sep> interleukin-3 <sep> mcgf <sep> multi-csf <sep> mast-cell colony-stimulating factor <sep> mast-cell growth factor <sep> multilineage-colony-stimulating factor <sep> multipotential colony-stimulating factor <sep> p-cell stimulating factor
nci:Interleukin-4	b cell proliferating factor <sep> b-cell differentiation factor-1 <sep> b-cell growth factor <sep> b-cell growth factor-1 <sep> b-cell stimulating factor <sep> b-cell stimulation factor-1 <sep> b-cell stimulatory factor 1 <sep> bcdf-1 <sep> bcgf <sep> bcgf-1 <sep> bcsf 1 <sep> bsf-1 <sep> bsf1 <sep> il-4 <sep> il4 <sep> il4 protein <sep> interleukin 4 <sep> interleukin-4 <sep> interleukin-4 precursor <sep> lymphocyte stimulatory factor 1 <sep> mcgf 2 <sep> mast cell growth factor-2 <sep> t-cell growth factor 2
nci:Interleukin-5	b cell differentiation factor i <sep> b-cell growth factor-ii <sep> bcgf-ii <sep> edf <sep> eo-csf <sep> eosinophil differentiation factor <sep> il-5 <sep> il5 <sep> interleukin 5 <sep> interleukin 5 (colony-stimulating factor, eosinophil) <sep> interleukin 5 precursor <sep> interleukin-5 <sep> t-cell replacing factor <sep> trf
nci:Interleukin-6	b cell differentiation factor 2 <sep> b-cell differentiation factor <sep> b-cell stimulatory factor 2 <sep> b-cell stimulatory factor-2 <sep> bsf-2 <sep> bsf2 <sep> hgf <sep> hpgf <sep> hsf <sep> hepatocyte stimulating factor <sep> hybridoma growth factor <sep> ifn beta 2 <sep> ifnb2 <sep> il-6 <sep> il6 <sep> il6 protein <sep> interferon beta-2 <sep> interferon, beta-2 <sep> interleukin 6 <sep> interleukin 6 (interferon, beta 2) <sep> interleukin-6 <sep> myeloid differentiation inducing protein <sep> plasmacytoma growth factor <sep> sigosix
nci:Neuropoietic_Cytokine	neuropoietic cytokine
nci:LDL_Pathway	ldl pathway <sep> low-density lipoprotein (ldl) pathway during atherogenesis
nci:Local_Acute_Inflammatory_Response_Pathway	local acute inflammatory response pathway <sep> local acute inflammatory response
nci:Interleukin-7	il-7 <sep> il7 <sep> il7 protein <sep> interleukin 7 precursor <sep> interleukin-7 <sep> lymphopoietin-1
nci:Interleukin-8	anionic neutrophil activating peptide <sep> anionic neutrophil-activating peptide <sep> gcp-il-8 <sep> granulocyte chemotactic peptide interleukin 8 <sep> il-8 <sep> il8 <sep> interleukin 8 <sep> interleukin-8 <sep> leukocyte adhesion inhibitor <sep> mdncf <sep> macrophage-derived chemotactic factor <sep> monocyte-derived neutrophil chemotactic factor <sep> monocyte-derived neutrophil-activating peptide <sep> nap-1 <sep> neutrophil activation factor <sep> neutrophil activation peptide <sep> neutrophil chemotactic factor
nci:Lymphocyte_Adhesion_Pathway	adhesion and diapedesis of lymphocytes <sep> lymphocyte adhesion pathway
nci:NFKB_Activation_Pathway	nfkb activation pathway <sep> nfkb activation by nontypeable hemophilus influenzae
nci:Wound_Repair_Pathway	proepithelin conversion to epithelin and wound repair control <sep> wound repair pathway
nci:Interleukin-9	hp40 <sep> homolog of mouse t cell and mast cell growth factor 40 <sep> il-9 <sep> il9 <sep> il9 protein <sep> interleukin 9 <sep> interleukin 9 precursor <sep> interleukin-9 <sep> p40 t-cell growth factor <sep> p40 t-cell and mast cell growth factor <sep> t-cell growth factor p40 <sep> t-cell/mast cell growth factor p40 <sep> p40 <sep> p40 cytokine <sep> p40 protein
nci:Interlobular_Bile_Duct	interlobular bile duct
nci:Intermediate	intermediate
nci:Intermediate-Grade_Ductal_Carcinoma_In_Situ_of_the_Breast	dcis grade 2 <sep> din 2 <sep> ductal intraepithelial neoplasia, grade 2 <sep> intermediate grade ductal breast carcinoma in situ <sep> intermediate-grade dcis <sep> intermediate-grade ductal carcinoma in situ of breast
nci:Round_Adenocarcinoma_Cell	round adenocarcinoma cell
nci:Intraluminal_Necrosis	intraluminal necrosis
nci:Intermediate_Filament	intermediate filament
nci:Intermediate_Grade_Lesion	intermediate grade lesion
nci:Intermediate_Grade_Lung_Neuroendocrine_Neoplasm	intermediate grade lung neuroendocrine neoplasm
nci:Intermediate_Rhabdomyoma	cellular rhabdomyoma <sep> intermediate rhabdomyoma
nci:Spindle_Cell_Myoblast	spindle cell myoblast
nci:Strap-Like_Striated_Muscle_Cell	strap-like skeletal muscle cell
nci:Intermediate_Trophoblast	intermediate trophoblast <sep> intermediate type trophoblastic cell
nci:Trophoblastic_Cell	trophoblastic cell
nci:Intermembrane_Space_of_the_Mitochondrion	intermembrane space <sep> intermembrane space of the mitochondrion
nci:Internal	internal <sep> internally <sep> intramural
nci:Internal_Anal_Sphincter	internal anal sphincter
nci:Internal_Auditory_Artery	internal auditory artery <sep> labyrinthine artery
nci:Internal_Capsule	internal capsule
nci:Internal_Carotid_Artery	internal carotid artery
nci:Internal_Carotid_Nerve_Plexus	internal carotid nerve plexus
nci:Internal_Cerebral_Vein	internal cerebral vein
nci:Internal_Ear	inner ear <sep> internal ear <sep> labyrinth
nci:Internal_Geniculate_Body	internal geniculate body <sep> medial geniculate body
nci:Internal_Granular_Layer	inner granular layer of the cerebral cortex <sep> internal granular layer of the cerebral cortex
nci:Internal_Iliac_Artery	internal iliac artery
nci:Internal_Iliac_Vein	hypogastric vein <sep> internal iliac vein
nci:Internal_Intercostal_Muscle	intercostales internus <sep> internal intercostal muscle
nci:Internal_Jugular_Vein	internal jugular vein
nci:Internal_Lumen_of_the_Centriole	internal lumen of the centriole
nci:Internal_Mammary_Artery	internal mammary artery <sep> internal thoracic artery
nci:Internal_Mammary_Lymph_Node	internal mammary lymph node
nci:Internal_Mammary_Vein	internal mammary vein
nci:Internal_Maxillary_Vein	internal maxillary vein <sep> maxillary vein
nci:Internal_Thoracic_Vein	internal thoracic vein
nci:Thoracic_Vein	thoracic vein
nci:Multipolar_Neuron	multipolar neuron
nci:Interosseous_Artery	interosseous artery
nci:Ulnar_Artery_Branch	ulnar artery branch
nci:Interphalangeal_Joint_of_the_Foot	interphalangeal joint of the foot
nci:Interphalangeal_Joint_of_the_Hand	interphalangeal joint of the hand
nci:Interphase_Chromosome	interphase chromosome
nci:Interstitial_Cell	interstitial cell
nci:Interstitial_Cell_of_Cajal	interstitial cell of cajal
nci:Interstitial_Cell_of_the_Pineal_Gland	interstitial cell of the pineal gland
nci:Interventricular_Foramen	interventricular foramen
nci:Primordial_Interventricular_Septum	primordial interventricular septum
nci:Interventricular_Septum	interventricular septum
nci:Intervertebral_Disc	intervertebral disc
nci:Intestinal	intestinal
nci:Intestinal_Disorder	intestinal disorder
nci:Intestinal_Epithelium	intestinal epithelium
nci:Intestinal_Mucosa	intestinal mucosa
nci:Intestinal_Type_Adenocarcinoma	intestinal type adenocarcinoma <sep> intestinal type carcinoma
nci:Metaplastic_Carcinoma	metaplastic carcinoma
nci:Intestinal_Wall_Tissue	intestinal wall tissue
nci:Intestine_MMHCC	intestine (mmhcc)
nci:Intestine_Small_Intestine_MMHCC	intestine - small intestine (mmhcc) <sep> small intestine
nci:Intra-abdominal_Lymph_Node	intra-abdominal lymph node <sep> intra-abdominal lymph nodes
nci:Intracanalicular_Growth_Pattern	intracanalicular growth pattern
nci:Intracellular_Membrane	intracellular membrane
nci:Intracellular_Transport	intracellular transport
nci:Intracranial_Cavernous_Hemangioma	intracranial cavernoma <sep> intracranial cavernous angioma <sep> intracranial cavernous hemangioma
nci:Venous_System	venous system
nci:Intracytoplasmic_Eosinophilic_Inclusion	intracytoplasmic eosinophilic inclusion
nci:Intradermal_Nevus	dermal nevus <sep> intradermal nevus
nci:Intraductal_Breast_Neoplasm	intraductal breast neoplasm
nci:Intraductal_Lesion	intraductal lesion
nci:Intraductal_Breast_Papillomatosis	intraductal breast papillomatosis <sep> intraductal papillomatosis of breast <sep> intraductal papillomatosis of the breast
nci:Intraductal_Papillomatosis	intraductal papillomatosis
nci:Intraductal_Cribriform_Breast_Adenocarcinoma	cribriform dcis of breast <sep> cribriform dcis of the breast <sep> cribriform ductal breast carcinoma in situ <sep> cribriform ductal carcinoma in situ of breast <sep> cribriform ductal carcinoma in situ of the breast <sep> dcis of breast with cribriform pattern <sep> dcis of the breast with cribriform pattern <sep> ductal carcinoma in situ of breast with cribriform pattern <sep> ductal carcinoma in situ of the breast with cribriform pattern <sep> intraductal cribriform breast adenocarcinoma <sep> non-infiltrating cribriform ductal breast carcinoma <sep> non-invasive cribriform ductal breast carcinoma
nci:Intraductal_Non-Comedo_Breast_Adenocarcinoma	intraductal non-comedo breast adenocarcinoma <sep> non-comedo breast ductal carcinoma in situ <sep> non-comedo dcis of breast <sep> non-comedo dcis of the breast <sep> non-comedo ductal carcinoma in situ of breast <sep> non-comedo ductal carcinoma in situ of the breast <sep> non-infiltrating non-comedo ductal breast carcinoma <sep> non-infiltrating non-comedo ductal carcinoma of breast <sep> non-infiltrating non-comedo ductal carcinoma of the breast <sep> non-invasive non-comedo ductal breast carcinoma <sep> non-invasive non-comedo ductal carcinoma of breast <sep> non-invasive non-comedo ductal carcinoma of the breast
nci:Intraductal_Papillary_Breast_Neoplasm	intraductal papillary breast neoplasm
nci:Intraductal_Papilloma	duct adenoma <sep> ductal papilloma <sep> intraductal papilloma
nci:Mixed_Lobular_and_Ductal_Breast_Carcinoma	ductal and lobular carcinoma <sep> mixed ductal and lobular breast carcinoma <sep> mixed ductal and lobular carcinoma of breast <sep> mixed ductal and lobular carcinoma of the breast <sep> mixed lobular and ductal breast carcinoma <sep> mixed lobular and ductal carcinoma <sep> mixed lobular and ductal carcinoma of breast <sep> mixed lobular and ductal carcinoma of the breast
nci:Intradural_Extramedullary_Cauda_Equina_Astrocytoma	intradural extramedullary astrocytoma of cauda equina <sep> intradural extramedullary astrocytoma of the cauda equina <sep> intradural extramedullary cauda equina astrocytoma
nci:Intradural_Extramedullary_Spinal_Canal_Neoplasm	intradural extramedullary neoplasm of spinal canal <sep> intradural extramedullary neoplasm of the spinal canal <sep> intradural extramedullary spinal canal neoplasm <sep> intradural extramedullary spinal canal tumor <sep> intradural extramedullary spinal canal tumors <sep> intradural extramedullary spinal neoplasms <sep> intradural extramedullary spinal tumors <sep> intradural extramedullary tumor of spinal canal <sep> intradural extramedullary tumor of the spinal canal
nci:Intradural_Extramedullary_Spinal_Canal_Space	intradural extramedullary spinal canal space
nci:Intrahepatic_Bile_Duct_Adenoma	adenoma of intrahepatic bile duct <sep> adenoma of the intrahepatic bile duct <sep> intrahepatic bile duct adenoma
nci:Proliferation_of_Small_Ducts_Present	proliferation of small ducts present
nci:Intralaminar_Nucleus	intralaminar nucleus
nci:Intramucosal_Lesion	intramucosal lesion
nci:Intramuscular_Lipoma	intramuscular lipoma
nci:Intramuscular_Myxoma	intramuscular myxoma
nci:Intraparietal_Sulcus	intraparietal sulcus
nci:Parietal_Lobe_of_the_Brain	parietal lobe <sep> parietal lobe of the brain
nci:Intrapulmonary_Bronchus	intrapulmonary bronchus
nci:Intravascular_Leiomyomatosis_of_the_Uterus	intravascular leiomyomatosis of uterus <sep> intravascular leiomyomatosis of the uterus <sep> intravenous leiomyomatosis of uterus <sep> intravenous leiomyomatosis of the uterus <sep> uterine corpus intravenous leiomyomatosis
nci:Intravenous_Leiomyomatosis	intravenous leiomyomatosis
nci:Uterine_Corpus_Leiomyomatosis	uterine corpus diffuse leiomyomatosis <sep> uterine corpus leiomyomatosis
nci:Leiomyomatosis	leiomyomatosis
nci:Intraventricular_Brain_Neoplasm	brain neoplasms, intraventricular <sep> intraventricular brain neoplasm <sep> intraventricular brain neoplasms <sep> intraventricular brain tumor <sep> intraventricular neoplasm of brain <sep> intraventricular neoplasm of the brain <sep> intraventricular neoplasms <sep> intraventricular tumor of brain <sep> intraventricular tumor of the brain
nci:Protein_Activation_Pathway	positive regulation of protein activity pathway <sep> protein activation pathway
nci:Intron	intervening sequence <sep> intron <sep> intronic
nci:Invasive_Malignant_Neoplasm	infiltrating malignant neoplasm <sep> invasive malignant neoplasm <sep> infiltrating cancer <sep> invasive cancer
nci:Invasive_Melanoma	infiltrating melanoma <sep> invasive melanoma <sep> invasive skin melanoma
nci:Inverted_Follicular_Keratosis	inverted follicular keratosis
nci:Seborrheic_Keratosis	basal cell papilloma <sep> keratosis seborrheica <sep> seborrheic keratosis
nci:Prominent_Squamous_Eddies_Present	prominent squamous eddies present
nci:Inverted_Papilloma	inverted papilloma
nci:Inverted_Squamous_Cell_Papilloma	inverted squamous cell papilloma
nci:Squamous_Cell_Papilloma	epidermoid cell papilloma <sep> epidermoid papilloma <sep> keratotic papilloma <sep> squamous cell papilloma <sep> squamous papilloma
nci:Inverted_Transitional_Cell_Papilloma	inverted transitional cell papilloma <sep> inverted transitional papilloma
nci:Transitional_Cell_Papilloma	transitional cell papilloma <sep> transitional papilloma
nci:Irregular_Dense_Connective_Tissue	irregular dense connective tissue
nci:Ischiocavernosus	ischiocavernosus
nci:Ischium	hip <sep> ischium
nci:Isolated_Follicular_Keratosis	follicular dyskeratoma <sep> isolated follicular keratosis <sep> warty dyskeratoma
nci:Isoleucine	2s,3s)-2-amino-3-methylpentanoic acid <sep> ile <sep> isoleucine
nci:Isthmus_Uteri	isthmus uteri
nci:JUP_Gene	jup <sep> jup gene <sep> junction plakoglobin gene
nci:Protein-Protein_Interaction	protein-protein interaction
nci:Jaw	jaw
nci:Jaw_Joint	jaw joint <sep> tmj <sep> temporomandibular joint
nci:Jejunal_Neoplasm	jejunal neoplasm <sep> jejunal tumor <sep> neoplasm of jejunum <sep> neoplasm of the jejunum <sep> tumor of jejunum <sep> tumor of the jejunum
nci:Jejunum	jejunum
nci:Jugular_Foramen	jugular foramen <sep> posterior lacerate foramen
nci:Jugular_Foramen_Neoplasm	jugular foramen neoplasm <sep> jugular foramen neoplasms <sep> jugular foramen tumor <sep> jugular foramen tumors <sep> neoplasm of jugular foramen <sep> neoplasm of the jugular foramen <sep> tumor of jugular foramen <sep> tumor of the jugular foramen
nci:Junction_Nevus	intraepidermal nevus <sep> intraepidermal nevus of skin <sep> intraepidermal nevus of the skin <sep> junction nevus <sep> junctional melanocytic nevus <sep> junctional melanocytoma <sep> junctional nevus <sep> junctional nevus of skin <sep> junctional nevus of the skin <sep> junctional skin nevus
nci:Junction_Plakoglobin	desmoplakin iii <sep> gamma catenin <sep> gamma-catenin <sep> jup <sep> junction plakoglobin <sep> plakoglobin
nci:Zonula_Adherens	aj <sep> adherens junction <sep> intermediate junction <sep> zonula adherens
nci:Juvenile_Breast_Papillomatosis	juvenile breast papillomatosis <sep> juvenile papillomatosis of breast <sep> juvenile papillomatosis of the breast
nci:Juvenile_Lesion	juvenile lesion
nci:Juxtaarticular_Myxoma	juxta-articular myxoma <sep> juxtaarticular myxoma
nci:Renal_Tissue	renal tissue
nci:Juxtaglomerular_Cell	juxtaglomerular cell
nci:Keratan_Sulfate	keratan sulfate
nci:Keratin_Filament	keratin filament
nci:Keratin_Present	keratin present
nci:Keratinizing_Head_and_Neck_Squamous_Cell_Carcinoma	keratinizing head and neck squamous cell carcinoma
nci:Keratinizing_Malignant_Squamous_Cell	keratinizing malignant squamous cell <sep> well differentiated malignant squamous cell
