Entity-IRI	Entity-Lexicon
fma:Diaphysis_of_proximal_phalanx_of_middle_finger	diaphysis of proximal phalanx of middle finger <sep> shaft of proximal phalanx of middle finger <sep> shaft of proximal phalanx of third digit of hand <sep> shaft of proximal phalanx of third finger
fma:Diaphysis_of_proximal_phalanx_of_ring_finger	diaphysis of proximal phalanx of ring finger <sep> shaft of proximal phalanx of fourth digit of hand <sep> shaft of proximal phalanx of fourth finger <sep> shaft of proximal phalanx of ring finger
fma:Diaphysis_of_proximal_phalanx_of_thumb	diaphysis of proximal phalanx of thumb <sep> shaft of proximal phalanx of thumb
fma:Diaphysis_of_radius	body of radius <sep> diaphysis of radius <sep> radial diaphysis <sep> shaft of radius <sep> corpus radii
fma:Diaphysis_of_second_metacarpal_bone	diaphysis of second metacarpal bone <sep> second metacarpal bone diaphysis <sep> shaft of second metacarpal bone
fma:Diaphysis_of_second_metatarsal_bone	diaphysis of second metatarsal bone <sep> second metatarsal bone diaphysis <sep> shaft of second metatarsal bone
fma:Diaphysis_of_third_metacarpal_bone	diaphysis of third metacarpal bone <sep> shaft of third metacarpal bone <sep> third metacarpal bone diaphysis
fma:Diaphysis_of_third_metatarsal_bone	diaphysis of third metatarsal bone <sep> shaft of third metatarsal bone <sep> third metatarsal bone diaphysis
fma:Diaphysis_of_tibia	body of tibia <sep> diaphysis of tibia <sep> shaft of tibia <sep> tibial diaphysis <sep> corpus tibiae
fma:Diaphysis_of_ulna	body of ulna <sep> diaphysis of ulna <sep> shaft of ulna <sep> ulnar diaphysis <sep> corpus ulnae
fma:Diastema	diastema
fma:Digital_artery_of_foot	digital artery of foot
fma:Distal_epiphysis	distal end of long bone <sep> distal epiphysis
fma:Distal_epiphysis_of_distal_phalanx_of_index_finger	distal end of distal phalanx of index finger <sep> distal end of distal phalanx of second finger <sep> distal epiphysis of distal phalanx of index finger <sep> head of distal phalanx of index finger <sep> head of distal phalanx of second finger
fma:Distal_epiphysis_of_phalanx_of_index_finger	distal end of phalanx of index finger <sep> distal end of phalanx of second finger <sep> distal epiphysis of phalanx of index finger <sep> head of phalanx of index finger <sep> head of phalanx of second digit of hand <sep> head of phalanx of second finger
fma:Distal_epiphysis_of_distal_phalanx_of_little_finger	distal end of distal phalanx of fifth finger <sep> distal end of distal phalanx of little finger <sep> distal epiphysis of distal phalanx of little finger <sep> head of distal phalanx of fifth digit of hand <sep> head of distal phalanx of fifth finger <sep> head of distal phalanx of little finger
fma:Distal_epiphysis_of_phalanx_of_little_finger	distal end of phalanx of little finger <sep> distal epiphysis of phalanx of little finger <sep> head of phalanx of fifth digit of hand <sep> head of phalanx of fifth finger <sep> head of phalanx of little finger
fma:Distal_epiphysis_of_distal_phalanx_of_middle_finger	distal end of distal phalanx of middle finger <sep> distal end of distal phalanx of third finger <sep> distal epiphysis of distal phalanx of middle finger <sep> head of distal phalanx of middle finger <sep> head of distal phalanx of third digit of hand <sep> head of distal phalanx of third finger
fma:Distal_epiphysis_of_phalanx_of_middle_finger	distal end of phalanx of middle finger <sep> distal end of phalanx of third finger <sep> distal epiphysis of phalanx of middle finger <sep> head of phalanx of middle finger <sep> head of phalanx of third digit of hand <sep> head of phalanx of third finger
fma:Distal_epiphysis_of_distal_phalanx_of_ring_finger	distal end of distal phalanx of fourth finger <sep> distal end of distal phalanx of ring finger <sep> distal epiphysis of distal phalanx of ring finger <sep> head of distal phalanx of fourth digit of hand <sep> head of distal phalanx of fourth finger <sep> head of distal phalanx of ring finger
fma:Distal_epiphysis_of_phalanx_of_ring_finger	distal end of phalanx of fourth finger <sep> distal end of phalanx of ring finger <sep> distal epiphysis of phalanx of ring finger <sep> head of phalanx of fourth digit of hand <sep> head of phalanx of fourth finger <sep> head of phalanx of ring finger
fma:Distal_epiphysis_of_distal_phalanx_of_thumb	distal end of phalanx of right thumb <sep> distal epiphysis of distal phalanx of thumb <sep> head of distal phalanx of first digit of hand <sep> head of distal phalanx of thumb
fma:Distal_epiphysis_of_phalanx_of_thumb	distal epiphysis of phalanx of thumb <sep> head of phalanx of thumb
fma:Distal_epiphysis_of_femur	distal epiphysis of femur
fma:Distal_epiphysis_of_fibula	distal end of fibula <sep> distal epiphysis of fibula <sep> lower end of fibula
fma:Distal_epiphysis_of_fifth_metacarpal_bone	distal end of fifth metacarpal bone <sep> distal epiphysis of fifth metacarpal bone <sep> head of fifth metacarpal bone
fma:Distal_epiphysis_of_metacarpal_bone	distal end of metacarpal bone <sep> distal epiphysis of metacarpal bone <sep> head of metacarpal bone <sep> lower end of metacarpal bone <sep> caput ossis metacarpi
fma:Distal_epiphysis_of_fifth_metatarsal_bone	distal end of fifth metatarsal bone <sep> distal epiphysis of fifth metatarsal bone <sep> head of fifth metatarsal bone
fma:Distal_epiphysis_of_metatarsal_bone	distal end of metatarsal bone <sep> distal epiphysis of metatarsal bone <sep> head of metatarsal bone <sep> lower end of metatarsal bone <sep> caput ossis metatarsi
fma:Distal_epiphysis_of_first_metacarpal_bone	distal end of first metacarpal bone <sep> distal epiphysis of first metacarpal bone <sep> head of first metacarpal bone
fma:Distal_epiphysis_of_first_metatarsal_bone	distal end of first metatarsal bone <sep> distal epiphysis of first metatarsal bone <sep> head of first metatarsal bone
fma:Distal_epiphysis_of_fourth_metacarpal_bone	distal epiphysis of fourth metacarpal bone <sep> head of fourth metacarpal bone
fma:Distal_epiphysis_of_fourth_metatarsal_bone	distal end of fourth metatarsal bone <sep> distal epiphysis of fourth metatarsal bone <sep> head of fourth metatarsal bone
fma:Distal_epiphysis_of_humerus	distal end of humerus <sep> distal epiphysis of humerus <sep> lower end of humerus
fma:Distal_epiphysis_of_middle_phalanx_of_index_finger	distal end of middle phalanx of index finger <sep> distal end of middle phalanx of second finger <sep> distal epiphysis of middle phalanx of index finger <sep> head of middle phalanx of index finger <sep> head of middle phalanx of second finger
fma:Distal_epiphysis_of_middle_phalanx_of_little_finger	distal end of middle phalanx of fifth finger <sep> distal end of middle phalanx of little finger <sep> distal epiphysis of middle phalanx of little finger <sep> head of middle phalanx of fifth digit of hand <sep> head of middle phalanx of fifth finger <sep> head of middle phalanx of little finger
fma:Distal_epiphysis_of_middle_phalanx_of_middle_finger	distal end of middle phalanx of middle finger <sep> distal end of middle phalanx of third finger <sep> distal epiphysis of middle phalanx of middle finger <sep> head of middle phalanx of middle finger <sep> head of middle phalanx of third digit of hand <sep> head of middle phalanx of third finger
fma:Distal_epiphysis_of_middle_phalanx_of_ring_finger	distal end of middle phalanx of fourth finger <sep> distal end of middle phalanx of ring finger <sep> distal epiphysis of middle phalanx of ring finger <sep> head of middle phalanx of fourth digit of hand <sep> head of middle phalanx of fourth finger <sep> head of middle phalanx of ring finger
fma:Distal_epiphysis_of_phalanx_of_big_toe	distal end of phalanx of big toe <sep> distal end of phalanx of first toe <sep> distal epiphysis of phalanx of big toe <sep> head of great toe <sep> head of phalanx of big toe <sep> phalanx big toe head
fma:Distal_epiphysis_of_phalanx_of_toe	caput phalangis (pedis) <sep> distal end of phalanx of foot <sep> distal epiphysis of phalanx of toe <sep> head of phalanx of foot <sep> caput phalangis pedis
fma:Distal_epiphysis_of_phalanx_of_fifth_toe	distal end of phalanx of fifth toe <sep> distal end of phalanx of little toe <sep> distal epiphysis of phalanx of fifth toe <sep> head of phalanx of fifth digit of foot <sep> head of phalanx of fifth toe <sep> head of phalanx of little toe
fma:Distal_epiphysis_of_phalanx_of_finger	distal epiphysis of phalanx of finger
fma:Distal_epiphysis_of_phalanx_of_fourth_toe	distal end of phalanx of fourth toe <sep> distal epiphysis of phalanx of fourth toe <sep> head of phalanx of fourth digit of foot <sep> head of phalanx of fourth toe
fma:Distal_epiphysis_of_phalanx_of_hand	caput phalangis (manus) <sep> distal end of phalanx of hand <sep> distal epiphysis of phalanx of hand <sep> head of phalanx of hand <sep> caput phalangis manus
fma:Distal_epiphysis_of_phalanx_of_second_toe	distal end of phalanx of second toe <sep> distal epiphysis of phalanx of second toe <sep> head of phalanx of second digit of foot <sep> head of phalanx of second toe
fma:Distal_epiphysis_of_phalanx_of_third_toe	distal end of phalanx of third toe <sep> distal epiphysis of phalanx of third toe <sep> head of phalanx of third digit of foot <sep> head of phalanx of third toe
fma:Distal_epiphysis_of_proximal_phalanx_of_index_finger	distal end of proximal phalanx of index finger <sep> distal end of proximal phalanx of second finger <sep> distal epiphysis of proximal phalanx of index finger <sep> head of proximal phalanx of index finger <sep> head of proximal phalanx of second digit of hand <sep> head of proximal phalanx of second finger
fma:Distal_epiphysis_of_proximal_phalanx_of_little_finger	distal end of proximal phalanx of fifth finger <sep> distal end of proximal phalanx of little finger <sep> distal epiphysis of proximal phalanx of little finger <sep> head of proximal phalanx of fifth digit of hand <sep> head of proximal phalanx of fifth finger <sep> head of proximal phalanx of little finger
fma:Distal_epiphysis_of_proximal_phalanx_of_middle_finger	distal end of proximal phalanx of middle finger <sep> distal end of proximal phalanx of third finger <sep> distal epiphysis of proximal phalanx of middle finger <sep> head of proximal phalanx of middle finger <sep> head of proximal phalanx of third digit of hand <sep> head of proximal phalanx of third finger
fma:Distal_epiphysis_of_proximal_phalanx_of_ring_finger	distal end of proximal phalanx of fourth finger <sep> distal end of proximal phalanx of ring finger <sep> distal epiphysis of proximal phalanx of ring finger <sep> head of proximal phalanx of fourth digit of hand <sep> head of proximal phalanx of fourth finger <sep> head of proximal phalanx of ring finger
fma:Distal_epiphysis_of_proximal_phalanx_of_thumb	distal end of proximal phalanx of thumb <sep> distal epiphysis of proximal phalanx of thumb <sep> head of proximal phalanx of first digit of hand <sep> head of proximal phalanx of thumb
fma:Distal_epiphysis_of_radius	distal end of radius <sep> distal epiphysis of radius <sep> lower end of radius
fma:Distal_epiphysis_of_second_metacarpal_bone	distal end of second metacarpal bone <sep> distal epiphysis of second metacarpal bone <sep> head of second metacarpal bone
fma:Distal_epiphysis_of_second_metatarsal_bone	distal end of second metatarsal bone <sep> distal epiphysis of second metatarsal bone <sep> head of second metatarsal bone
fma:Distal_epiphysis_of_third_metacarpal_bone	distal end of third metacarpal bone <sep> distal epiphysis of third metacarpal bone <sep> head of third metacarpal bone
fma:Distal_epiphysis_of_third_metatarsal_bone	distal end of third metatarsal bone <sep> distal epiphysis of third metatarsal bone <sep> head of third metatarsal bone
fma:Distal_epiphysis_of_ulna	distal end of ulna <sep> distal epiphysis of ulna <sep> lower end of ulna
fma:Distal_interphalangeal_joint_of_fourth_toe	distal interphalangeal joint of fourth digit of foot <sep> distal interphalangeal joint of fourth toe
fma:Interphalangeal_joint_of_fourth_toe	interphalangeal joint of fourth digit of foot <sep> interphalangeal joint of fourth toe
fma:Distal_interphalangeal_joint_of_index_finger	distal interphalangeal joint of index finger
fma:Interphalangeal_joint_of_index_finger	interphalangeal joint of index finger <sep> interphalangeal joint of second digit of hand <sep> interphalangeal joint of second finger
fma:Distal_interphalangeal_joint_of_little_finger	distal interphalangeal joint of little finger
fma:Interphalangeal_joint_of_little_finger	interphalangeal joint of fifth digit of hand <sep> interphalangeal joint of fifth finger <sep> interphalangeal joint of little finger
fma:Distal_interphalangeal_joint_of_little_toe	distal interphalangeal joint of fifth digit of foot <sep> distal interphalangeal joint of fifth toe <sep> distal interphalangeal joint of little toe
fma:Interphalangeal_joint_of_little_toe	interphalangeal joint of fifth digit of foot <sep> interphalangeal joint of fifth toe <sep> interphalangeal joint of little toe
fma:Distal_interphalangeal_joint_of_middle_finger	distal interphalangeal joint of middle finger
fma:Interphalangeal_joint_of_middle_finger	interphalangeal joint of middle finger <sep> interphalangeal joint of third digit of hand <sep> interphalangeal joint of third finger
fma:Distal_interphalangeal_joint_of_ring_finger	distal interphalangeal joint of ring finger
fma:Interphalangeal_joint_of_ring_finger	interphalangeal joint of fourth digit of hand <sep> interphalangeal joint of fourth finger <sep> interphalangeal joint of ring finger
fma:Distal_interphalangeal_joint_of_second_toe	distal interphalangeal joint of second digit of foot <sep> distal interphalangeal joint of second toe
fma:Interphalangeal_joint_of_second_toe	interphalangeal joint of second digit of foot <sep> interphalangeal joint of second toe
fma:Distal_interphalangeal_joint_of_third_toe	distal interphalangeal joint of third digit of foot <sep> distal interphalangeal joint of third toe
fma:Interphalangeal_joint_of_third_toe	interphalangeal joint of third digit of foot <sep> interphalangeal joint of third toe
fma:Distal_phalanx_of_big_toe	distal phalanx of big toe <sep> distal phalanx of first digit of foot <sep> distal phalanx of great toe <sep> first distal phalanx of foot
fma:Phalanx_of_big_toe	big toe phalanx <sep> phalanx of big toe <sep> phalanx of first digit of foot <sep> phalanx of great toe
fma:Distal_phalanx_of_fourth_toe	distal phalanx of fourth digit of foot <sep> distal phalanx of fourth toe <sep> fourth distal phalanx of foot
fma:Phalanx_of_fourth_toe	fourth toe phalanx <sep> phalanx of fourth toe
fma:Distal_phalanx_of_index_finger	distal phalanx of index finger <sep> distal phalanx of second digit of hand <sep> distal phalanx of second finger <sep> second distal phalanx of hand
fma:Phalanx_of_index_finger	index finger phalanx <sep> phalanx of index finger <sep> phalanx of second finger
fma:Distal_phalanx_of_little_finger	distal phalanx of fifth digit of hand <sep> distal phalanx of fifth finger <sep> distal phalanx of little finger <sep> fifth distal phalanx of hand
fma:Phalanx_of_little_finger	little finger phalanx <sep> phalanx of fifth digit of hand <sep> phalanx of fifth finger <sep> phalanx of little finger
fma:Distal_phalanx_of_little_toe	distal phalanx of fifth digit of foot <sep> distal phalanx of fifth toe <sep> distal phalanx of little toe <sep> fifth distal phalanx of foot
fma:Phalanx_of_little_toe	little toe phalanx <sep> phalanx of fifth digit of foot <sep> phalanx of fifth toe <sep> phalanx of little toe
fma:Distal_phalanx_of_middle_finger	distal phalanx of middle finger <sep> distal phalanx of third digit of hand <sep> distal phalanx of third finger <sep> third distal phalanx of hand
fma:Distal_phalanx_of_ring_finger	distal phalanx of fourth digit of hand <sep> distal phalanx of fourth finger <sep> distal phalanx of ring finger <sep> fourth distal phalanx of hand
