Entity-IRI	Entity-Lexicon
snomed:Structure_of_bursa_of_elbow	structure of bursa of elbow
snomed:Structure_of_bifurcated_ligament	structure of bifurcated ligament
snomed:Structure_of_bile_canaliculus	structure of bile canaliculus
snomed:Structure_of_blastomere	structure of blastomere
snomed:Structure_of_body_of_caudate_nucleus	structure of body of caudate nucleus
snomed:Structure_of_body_of_clitoris	structure of body of clitoris
snomed:Structure_of_body_of_corpus_callosum	structure of body of corpus callosum
snomed:Structure_of_body_of_eighth_thoracic_vertebra	structure of body of eighth thoracic vertebra
snomed:Structure_of_body_of_thoracic_vertebra	structure of body of thoracic vertebra
snomed:Structure_of_body_of_eleventh_thoracic_vertebra	structure of body of eleventh thoracic vertebra
snomed:Structure_of_body_of_epididymis	structure of body of epididymis
snomed:Structure_of_body_of_fifth_cervical_vertebra	structure of body of fifth cervical vertebra
snomed:Structure_of_body_of_fifth_lumbar_vertebra	structure of body of fifth lumbar vertebra
snomed:Structure_of_body_of_lumbar_vertebra	structure of body of lumbar vertebra
snomed:Structure_of_body_of_fifth_thoracic_vertebra	structure of body of fifth thoracic vertebra
snomed:Structure_of_body_of_first_lumbar_vertebra	structure of body of first lumbar vertebra
snomed:Structure_of_body_of_first_thoracic_vertebra	structure of body of first thoracic vertebra
snomed:Structure_of_body_of_fourth_cervical_vertebra	structure of body of fourth cervical vertebra
snomed:Structure_of_body_of_fourth_lumbar_vertebra	structure of body of fourth lumbar vertebra
snomed:Structure_of_body_of_fourth_thoracic_vertebra	structure of body of fourth thoracic vertebra
snomed:Structure_of_body_of_gallbladder	structure of body of gallbladder
snomed:Structure_of_body_of_hyoid_bone	structure of body of hyoid bone
snomed:Structure_of_body_of_ilium	structure of body of ilium
snomed:Structure_of_body_of_incus	structure of body of incus
snomed:Structure_of_body_of_ischium	structure of body of ischium
snomed:Structure_of_body_of_lateral_ventricle	structure of body of lateral ventricle
snomed:Structure_of_body_of_ninth_thoracic_vertebra	structure of body of ninth thoracic vertebra
snomed:Structure_of_body_of_pancreas	structure of body of pancreas
snomed:Structure_of_body_of_pubis	structure of body of pubis
snomed:Structure_of_body_of_sacral_vertebra	structure of body of sacral vertebra
snomed:Structure_of_body_of_sacrum	structure of body of sacrum
snomed:Structure_of_body_of_scapula	structure of body of scapula
snomed:Structure_of_body_of_second_lumbar_vertebra	structure of body of second lumbar vertebra
snomed:Structure_of_body_of_second_thoracic_vertebra	structure of body of second thoracic vertebra
snomed:Structure_of_body_of_seventh_cervical_vertebra	structure of body of seventh cervical vertebra
snomed:Structure_of_body_of_seventh_thoracic_vertebra	structure of body of seventh thoracic vertebra
snomed:Structure_of_body_of_sixth_cervical_vertebra	structure of body of sixth cervical vertebra
snomed:Structure_of_body_of_sixth_thoracic_vertebra	structure of body of sixth thoracic vertebra
snomed:Structure_of_body_of_sphenoid_bone	structure of body of sphenoid bone
snomed:Structure_of_body_of_talus	structure of body of talus
snomed:Talus_part	talus part
snomed:Structure_of_body_of_tenth_thoracic_vertebra	structure of body of tenth thoracic vertebra
snomed:Structure_of_body_of_third_cervical_vertebra	structure of body of third cervical vertebra
snomed:Structure_of_body_of_third_lumbar_vertebra	structure of body of third lumbar vertebra
snomed:Structure_of_body_of_third_thoracic_vertebra	structure of body of third thoracic vertebra
snomed:Structure_of_body_of_tongue	structure of body of tongue
snomed:Tongue_part	tongue part
snomed:Structure_of_body_of_twelfth_thoracic_vertebra	structure of body of twelfth thoracic vertebra
snomed:Structure_of_body_of_urinary_bladder	structure of body of urinary bladder
snomed:Structure_of_bony_part_of_nasal_septum	structure of bony part of nasal septum
snomed:Structure_of_border_of_tongue	structure of border of tongue
snomed:Structure_of_brachial_fascia	structure of brachial fascia
snomed:Structure_of_brachial_vein	structure of brachial vein
snomed:Structure_of_brachialis_muscle	structure of brachialis muscle
snomed:Structure_of_brachiocephalic_vein	structure of brachiocephalic vein
snomed:Structure_of_brachioradialis_muscle	structure of brachioradialis muscle
snomed:Structure_of_flexor_muscle_of_forearm	structure of flexor muscle of forearm
snomed:Structure_of_branch_of_portal_vein	structure of branch of portal vein
snomed:Structure_of_bronchial_artery	structure of bronchial artery
snomed:Structure_of_bronchial_branch_of_brachiocephalic_artery	structure of bronchial branch of brachiocephalic artery
snomed:Structure_of_bronchial_branch_of_internal_thoracic_artery	structure of bronchial branch of internal thoracic artery
snomed:Structure_of_bronchial_cartilage	structure of bronchial cartilage
snomed:Structure_of_bronchial_lumen	structure of bronchial lumen
snomed:Structure_of_bronchiole_of_left_lung	structure of bronchiole of left lung
snomed:Structure_of_bronchiole_of_right_lung	structure of bronchiole of right lung
snomed:Structure_of_bronchus_of_left_lower_lobe	structure of bronchus of left lower lobe
snomed:Structure_of_bronchus_of_left_upper_lobe	structure of bronchus of left upper lobe
snomed:Upper_lobe_bronchus_structure	upper lobe bronchus structure
snomed:Structure_of_bronchus_of_right_lower_lobe	structure of bronchus of right lower lobe
snomed:Structure_of_bronchus_of_right_middle_lobe	structure of bronchus of right middle lobe
snomed:Structure_of_bronchus_of_right_upper_lobe	structure of bronchus of right upper lobe
snomed:Structure_of_buccal_artery	structure of buccal artery
snomed:Structure_of_buccal_cusp	structure of buccal cusp
snomed:Structure_of_buccal_nerve	structure of buccal nerve
snomed:Structure_of_buccinator_lymph_node	structure of buccinator lymph node
snomed:Structure_of_buccinator_muscle	structure of buccinator muscle
snomed:Structure_of_buccopharyngeal_fascia	structure of buccopharyngeal fascia
snomed:Structure_of_bulb_of_penis	structure of bulb of penis
snomed:Structure_of_conjunctival_zone	structure of conjunctival zone
snomed:Structure_of_bulbospongiosus_muscle	structure of bulbospongiosus muscle
snomed:Structure_of_bursa_by_location_type	structure of bursa by location type
snomed:Structure_of_bursa_of_ankle	structure of bursa of ankle
snomed:Structure_of_bursa_of_ankle_and_or_foot	structure of bursa of ankle and or foot
snomed:Synovial_structure_of_ankle	synovial structure of ankle
snomed:Structure_of_bursa_of_lower_limb	structure of bursa of lower limb
snomed:Synovial_structure_of_ankle_and_or_foot	synovial structure of ankle and or foot
snomed:Structure_of_bursa_of_coracobrachialis_muscle	structure of bursa of coracobrachialis muscle
snomed:Structure_of_bursa_of_upper_limb	structure of bursa of upper limb
snomed:Synovial_structure_of_elbow	synovial structure of elbow
snomed:Structure_of_bursa_of_foot	structure of bursa of foot
snomed:Synovial_structure_of_foot	synovial structure of foot
snomed:Structure_of_bursa_of_hip	structure of bursa of hip
snomed:Structure_of_bursa_of_pelvis	structure of bursa of pelvis
snomed:Synovial_structure_of_hip	synovial structure of hip
snomed:Synovial_structure_of_knee	synovial structure of knee
snomed:Structure_of_bursa_of_lower_leg	structure of bursa of lower leg
snomed:Synovial_structure_of_lower_limb	synovial structure of lower limb
snomed:Structure_of_bursa_of_neck	structure of bursa of neck
snomed:Structure_of_bursa_of_olecranon	structure of bursa of olecranon
snomed:Structure_of_bursa_of_patella	structure of bursa of patella
snomed:Synovial_structure_of_shoulder	synovial structure of shoulder
snomed:Synovial_structure_of_upper_limb	synovial structure of upper limb
snomed:Structure_of_calamus_scriptorius	structure of calamus scriptorius
snomed:Structure_of_calcaneal_tendon_bursa	structure of calcaneal tendon bursa
snomed:Structure_of_calcaneocuboidal_ligament	structure of calcaneocuboidal ligament
snomed:Structure_of_calcaneofibular_ligament	structure of calcaneofibular ligament
snomed:Structure_of_calcaneonavicular_ligament	structure of calcaneonavicular ligament
snomed:Structure_of_calcar_avis	structure of calcar avis
snomed:Structure_of_posterior_horn_of_lateral_ventricle	structure of posterior horn of lateral ventricle
snomed:Structure_of_calcarine_artery	structure of calcarine artery
snomed:Structure_of_occipital_branch_of_posterior_cerebral_artery	structure of occipital branch of posterior cerebral artery
snomed:Structure_of_callosal_branch_of_anterior_cerebral_artery	structure of callosal branch of anterior cerebral artery
snomed:Structure_of_cortical_branch_of_anterior_cerebral_artery	structure of cortical branch of anterior cerebral artery
snomed:Structure_of_callosomarginal_branch_of_anterior_cerebral_artery	structure of callosomarginal branch of anterior cerebral artery
snomed:Structure_of_canal_of_stomach	structure of canal of stomach
snomed:Structure_of_canine_tooth	structure of canine tooth
snomed:Structure_of_capitate_bone	structure of capitate bone
snomed:Structure_of_capitulum_of_humerus	structure of capitulum of humerus
snomed:Structure_of_condyle_of_humerus	structure of condyle of humerus
snomed:Structure_of_capsular_ligament	structure of capsular ligament
snomed:Structure_of_capsule_of_costotransverse_joint	structure of capsule of costotransverse joint
snomed:Structure_of_capsule_of_distal_radioulnar_joint	structure of capsule of distal radioulnar joint
snomed:Structure_of_capsule_of_kidney	structure of capsule of kidney
snomed:Structure_of_layer_of_kidney	structure of layer of kidney
snomed:Structure_of_capsule_of_left_ovary	structure of capsule of left ovary
snomed:Structure_of_capsule_of_ovary	structure of capsule of ovary
snomed:Structure_of_capsule_of_lymph_node	structure of capsule of lymph node
snomed:Structure_of_capsule_of_prostate	structure of capsule of prostate
snomed:Structure_of_capsule_of_red_nucleus	structure of capsule of red nucleus
snomed:Structure_of_capsule_of_right_ovary	structure of capsule of right ovary
snomed:Structure_of_capsule_of_shoulder_joint	structure of capsule of shoulder joint
snomed:Structure_of_capsule_of_sternocostal_joint	structure of capsule of sternocostal joint
snomed:Structure_of_cardiac_ganglia	structure of cardiac ganglia
snomed:Structure_of_parasympathetic_ganglion	structure of parasympathetic ganglion
snomed:Structure_of_thoracic_sympathetic_ganglion	structure of thoracic sympathetic ganglion
snomed:Structure_of_cardiac_gland_of_esophagus	structure of cardiac gland of esophagus
snomed:Structure_of_cardiac_incisure_of_stomach	structure of cardiac incisure of stomach
snomed:Structure_of_cardiac_notch_of_left_lung	structure of cardiac notch of left lung
snomed:Structure_of_cardiac_ostium_of_stomach	structure of cardiac ostium of stomach
snomed:Structure_of_cardiac_valve_cusp	structure of cardiac valve cusp
snomed:Structure_of_cardiac_valve_leaflet	structure of cardiac valve leaflet
snomed:Structure_of_carina	structure of carina
snomed:Tracheal_bifurcation_structure	tracheal bifurcation structure
snomed:Structure_of_caroticotympanic_artery	structure of caroticotympanic artery
snomed:Structure_of_carotid_bifurcation	structure of carotid bifurcation
snomed:Zone_of_internal_carotid_artery	zone of internal carotid artery
snomed:Structure_of_carotid_sheath	structure of carotid sheath
snomed:Structure_of_carotid_sinus	structure of carotid sinus
snomed:Structure_of_carotid_siphon	structure of carotid siphon
snomed:Structure_of_petrous_portion_of_internal_carotid_artery	structure of petrous portion of internal carotid artery
snomed:Structure_of_carotid_triangle	structure of carotid triangle
snomed:Structure_of_carpal_articular_surface_of_radius	structure of carpal articular surface of radius
snomed:Structure_of_carpal_canal	structure of carpal canal
snomed:Structure_of_upper_limb_fascial_compartment	structure of upper limb fascial compartment
snomed:Structure_of_carpal_dorsal_branch_of_radial_artery	structure of carpal dorsal branch of radial artery
snomed:Structure_of_carpal_palmar_branch_of_radial_artery	structure of carpal palmar branch of radial artery
snomed:Structure_of_carpal_radiate_ligament	structure of carpal radiate ligament
snomed:Structure_of_cartilaginous_portion_of_Eustachian_tube	structure of cartilaginous portion of eustachian tube
snomed:Structure_of_cartilage_of_auditory_canal	structure of cartilage of auditory canal
snomed:Structure_of_carunculae_hymenales	structure of carunculae hymenales
